AbsT,Temp,RelH,L1,L2,Occ,Act,Door,Win
2016-03-15 08:47:25,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:47:30,20.48,42.332,185.71,496.8,0,0,0,0
2016-03-15 08:47:35,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:47:40,20.485,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:47:45,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:47:50,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:47:55,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:48:00,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:48:05,20.48,42.332,187.855,494.5,0,0,0,0
2016-03-15 08:48:10,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:48:15,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:48:20,20.475,42.332,186.425,492.2,0,0,0,0
2016-03-15 08:48:25,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:48:30,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:48:35,20.48,42.332,188.57,489.9,0,0,0,0
2016-03-15 08:48:40,20.48006772266891,42.332,187.3817520693628,487.3346444938432,0,0,0,0
2016-03-15 08:48:45,20.48,42.332,185.71,489.9,0,0,0,0
2016-03-15 08:48:50,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:48:55,20.48,42.332,185.71,492.2,0,0,0,0
2016-03-15 08:49:00,20.48,42.332,186.425,492.2,0,0,0,0
2016-03-15 08:49:05,20.47,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:49:10,20.47,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:49:15,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:49:20,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:49:25,20.47,42.332,185.71,487.6,0,0,0,0
2016-03-15 08:49:30,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:49:35,20.48,42.332,187.14,487.6,0,0,0,0
2016-03-15 08:49:40,20.485,42.332,187.14,487.6,0,0,0,0
2016-03-15 08:49:45,20.47,42.332,192.86,496.8,0,0,0,0
2016-03-15 08:49:50,20.48,42.332,184.29,492.2,0,0,0,0
2016-03-15 08:49:55,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:50:00,20.475,42.332,186.425,496.8,0,0,0,0
2016-03-15 08:50:05,20.48,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:50:10,20.48,42.332,188.57,492.2,0,0,0,0
2016-03-15 08:50:15,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:50:20,20.475,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:50:25,20.48,42.332,185.71,496.8,0,0,0,0
2016-03-15 08:50:30,20.48,42.332,182.86,492.2,0,0,0,0
2016-03-15 08:50:35,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:50:40,20.47,42.332,187.14,499.1,0,0,0,0
2016-03-15 08:50:45,20.47,42.332,188.57,501.4,0,0,0,0
2016-03-15 08:50:50,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:50:55,20.47,42.332,185.71,496.8,0,0,0,0
2016-03-15 08:51:00,20.475,42.332,188.57,494.5,0,0,0,0
2016-03-15 08:51:05,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:51:10,20.48,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:51:15,20.48,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:51:20,20.475,42.332,188.57,501.4,0,0,0,0
2016-03-15 08:51:25,20.48,42.332,188.57,501.4,0,0,0,0
2016-03-15 08:51:30,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:51:35,20.48,42.373,187.14,496.8,0,0,0,0
2016-03-15 08:51:40,20.47,42.332,187.855,496.8,0,0,0,0
2016-03-15 08:51:45,20.48,42.332,188.57,501.4,0,0,0,0
2016-03-15 08:51:50,20.46,42.332,188.57,501.4,0,0,0,0
2016-03-15 08:51:55,20.48,42.332,190.0,501.4,0,0,0,0
2016-03-15 08:52:00,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:52:05,20.48,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:52:10,20.48,42.332,188.57,501.4,0,0,0,0
2016-03-15 08:52:15,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:52:20,20.48,42.332,187.855,499.1,0,0,0,0
2016-03-15 08:52:25,20.49,42.332,185.71,501.4,0,0,0,0
2016-03-15 08:52:30,20.48,42.332,188.57,492.2,0,0,0,0
2016-03-15 08:52:35,20.48,42.332,188.57,501.4,0,0,0,0
2016-03-15 08:52:40,20.48,42.332,187.14,499.1,0,0,0,0
2016-03-15 08:52:45,20.48,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:52:50,20.49,42.332,184.29,496.8,0,0,0,0
2016-03-15 08:52:55,20.49,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:53:00,20.485,42.332,187.855,496.8,0,0,0,0
2016-03-15 08:53:05,20.49,42.332,187.14,501.4,0,0,0,0
2016-03-15 08:53:10,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:53:15,20.48,42.332,185.71,496.8,0,0,0,0
2016-03-15 08:53:20,20.495,42.332,187.855,501.4,0,0,0,0
2016-03-15 08:53:25,20.49,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:53:30,20.49,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:53:35,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:53:40,20.485,42.332,186.425,492.2,0,0,0,0
2016-03-15 08:53:45,20.49,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:53:50,20.47,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:53:55,20.49,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:54:00,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:54:05,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:54:10,20.48,42.332,187.14,492.2,0,0,0,0
2016-03-15 08:54:15,20.49,42.332,184.29,492.2,0,0,0,0
2016-03-15 08:54:20,20.48,42.35250000000001,187.14,492.2,0,0,0,0
2016-03-15 08:54:25,20.49,42.332,188.57,492.2,0,0,0,0
2016-03-15 08:54:30,20.49,42.332,185.71,487.6,0,0,0,0
2016-03-15 08:54:35,20.49,42.332,185.71,478.4,0,0,0,0
2016-03-15 08:54:40,20.48,42.332,187.14,487.6,0,0,0,0
2016-03-15 08:54:45,20.485,42.332,184.29,494.5,0,0,0,0
2016-03-15 08:54:50,20.48,42.332,182.86,483.0,0,0,0,0
2016-03-15 08:54:55,20.48,42.332,187.14,487.6,0,0,0,0
2016-03-15 08:55:00,20.485,42.332,187.14,489.9,0,0,0,0
2016-03-15 08:55:05,20.48,42.373,187.14,496.8,0,0,0,0
2016-03-15 08:55:10,20.48,42.332,188.57,492.2,0,0,0,0
2016-03-15 08:55:15,20.48,42.373,187.14,487.6,0,0,0,0
2016-03-15 08:55:20,20.48,42.373,187.14,489.9,0,0,0,0
2016-03-15 08:55:25,20.48,42.373,185.71,492.2,0,0,0,0
2016-03-15 08:55:30,20.48,42.332,187.14,483.0,0,0,0,0
2016-03-15 08:55:35,20.48,42.373,185.71,492.2,0,0,0,0
2016-03-15 08:55:40,20.48,42.373,187.14,492.2,0,0,0,0
2016-03-15 08:55:45,20.49,42.373,187.14,492.2,0,0,0,0
2016-03-15 08:55:50,20.48,42.332,190.0,496.8,0,0,0,0
2016-03-15 08:55:55,20.49,42.373,188.57,492.2,0,0,0,0
2016-03-15 08:56:00,20.48,42.373,185.715,496.8,0,0,0,0
2016-03-15 08:56:05,20.49,42.373,188.57,496.8,0,0,0,0
2016-03-15 08:56:10,20.49,42.373,188.57,496.8,0,0,0,0
2016-03-15 08:56:15,20.49,42.332,187.14,496.8,0,0,0,0
2016-03-15 08:56:20,20.49,42.35250000000001,188.57,496.8,0,0,0,0
2016-03-15 08:56:25,20.48,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:56:30,20.48,42.373,188.57,496.8,0,0,0,0
2016-03-15 08:56:35,20.48,42.373,188.57,510.6,0,0,0,0
2016-03-15 08:56:40,20.485,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:56:45,20.49,42.373,190.0,510.6,0,0,0,0
2016-03-15 08:56:50,20.47,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:56:55,20.49,42.332,188.57,496.8,0,0,0,0
2016-03-15 08:57:00,20.48,42.373,188.57,494.5,0,0,0,0
2016-03-15 08:57:05,20.48,42.373,188.57,506.0,0,0,0,0
2016-03-15 08:57:10,20.49,42.373,190.0,506.0,0,0,0,0
2016-03-15 08:57:15,20.48,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:57:20,20.48058191616012,42.37230622464486,187.6769725881799,499.0387160273963,0,0,0,0
2016-03-15 08:57:25,20.485,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:57:30,20.48,42.373,190.0,506.0,0,0,0,0
2016-03-15 08:57:35,20.48,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:57:40,20.485,42.393,188.57,501.4,0,0,0,0
2016-03-15 08:57:45,20.48,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:57:50,20.48,42.373,190.0,506.0,0,0,0,0
2016-03-15 08:57:55,20.49,42.373,190.0,501.4,0,0,0,0
2016-03-15 08:58:00,20.49,42.373,188.57,503.7,0,0,0,0
2016-03-15 08:58:05,20.48,42.373,190.0,506.0,0,0,0,0
2016-03-15 08:58:10,20.49,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:58:15,20.48,42.413,188.57,496.8,0,0,0,0
2016-03-15 08:58:20,20.48,42.393,191.43,496.8,0,0,0,0
2016-03-15 08:58:25,20.48,42.373,190.0,510.6,0,0,0,0
2016-03-15 08:58:30,20.48,42.413,188.57,501.4,0,0,0,0
2016-03-15 08:58:35,20.47,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:58:40,20.48,42.373,188.57,489.9,0,0,0,0
2016-03-15 08:58:45,20.48,42.413,190.0,501.4,0,0,0,0
2016-03-15 08:58:50,20.48,42.373,190.0,506.0,0,0,0,0
2016-03-15 08:58:55,20.48,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:59:00,20.49,42.373,190.0,506.0,0,0,0,0
2016-03-15 08:59:05,20.48,42.413,188.57,501.4,0,0,0,0
2016-03-15 08:59:10,20.49,42.413,190.0,506.0,0,0,0,0
2016-03-15 08:59:15,20.49,42.413,188.57,501.4,0,0,0,0
2016-03-15 08:59:20,20.485,42.373,190.0,503.7,0,0,0,0
2016-03-15 08:59:25,20.48,42.373,190.0,510.6,0,0,0,0
2016-03-15 08:59:30,20.48,42.373,190.0,506.0,0,0,0,0
2016-03-15 08:59:35,20.48,42.373,187.14,496.8,0,0,0,0
2016-03-15 08:59:40,20.485,42.373,191.43,512.9,0,0,0,0
2016-03-15 08:59:45,20.48,42.373,188.57,501.4,0,0,0,0
2016-03-15 08:59:50,20.49,42.373,191.43,510.6,0,0,0,0
2016-03-15 08:59:55,20.495,42.393,190.715,512.9000000000001,0,0,0,0
2016-03-15 09:00:00,20.48,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:00:05,20.49,42.413,190.0,510.6,0,0,0,0
2016-03-15 09:00:10,20.48,42.413,188.57,506.0,0,0,0,0
2016-03-15 09:00:15,20.49,42.373,191.43,510.6,0,0,0,0
2016-03-15 09:00:20,20.485,42.393,191.43,508.3,0,0,0,0
2016-03-15 09:00:25,20.49,42.413,188.57,506.0,0,0,0,0
2016-03-15 09:00:30,20.49,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:00:35,20.48,42.413,190.0,510.6,0,0,0,0
2016-03-15 09:00:40,20.48,42.413,188.57,510.6,0,0,0,0
2016-03-15 09:00:45,20.49,42.413,190.0,515.2,0,0,0,0
2016-03-15 09:00:50,20.48,42.413,190.0,515.2,0,0,0,0
2016-03-15 09:00:55,20.49,42.413,187.14,524.4,0,0,0,0
2016-03-15 09:01:00,20.485,42.393,190.715,512.9000000000001,0,0,0,0
2016-03-15 09:01:05,20.48,42.413,188.57,510.6,0,0,0,0
2016-03-15 09:01:10,20.48,42.413,192.86,515.2,0,0,0,0
2016-03-15 09:01:15,20.48,42.413,190.0,515.2,0,0,0,0
2016-03-15 09:01:20,20.495,42.373,190.0,515.2,0,0,0,0
2016-03-15 09:01:25,20.49,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:01:30,20.5,42.373,190.0,515.2,0,0,0,0
2016-03-15 09:01:35,20.49,42.373,190.0,515.2,0,0,0,0
2016-03-15 09:01:40,20.5,42.373,192.855,522.0999999999999,0,0,0,0
2016-03-15 09:01:45,20.5,42.373,191.43,515.2,0,0,0,0
2016-03-15 09:01:50,20.5,42.373,192.86,510.6,0,0,0,0
2016-03-15 09:01:55,20.5,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:02:00,20.49,42.373,190.715,524.4,0,0,0,0
2016-03-15 09:02:05,20.49,42.413,194.29,519.8,0,0,0,0
2016-03-15 09:02:10,20.5,42.373,191.43,515.2,0,0,0,0
2016-03-15 09:02:15,20.48,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:02:20,20.49,42.413,192.86,526.7,0,0,0,0
2016-03-15 09:02:25,20.5,42.413,191.43,519.8,0,0,0,0
2016-03-15 09:02:30,20.5003380215668,42.40056139009202,190.8262234362091,516.5759094424578,0,0,0,0
2016-03-15 09:02:35,20.495,42.393,190.715,517.5,0,0,0,0
2016-03-15 09:02:40,20.49,42.393,190.0,517.5,0,0,0,0
2016-03-15 09:02:45,20.49469906450197,42.39224664930116,190.3187784032197,517.5224246535475,0,0,0,0
2016-03-15 09:02:50,20.5,42.393,191.43,519.8,0,0,0,0
2016-03-15 09:02:55,20.5,42.393,192.145,524.4,0,0,0,0
2016-03-15 09:03:00,20.51,42.373,191.43,524.4,0,0,0,0
2016-03-15 09:03:05,20.51,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:03:10,20.5,42.413,191.43,519.8,0,0,0,0
2016-03-15 09:03:15,20.51,42.373,192.86,519.8,0,0,0,0
2016-03-15 09:03:20,20.505,42.373,192.145,522.0999999999999,0,0,0,0
2016-03-15 09:03:25,20.5,42.373,192.86,519.8,0,0,0,0
2016-03-15 09:03:30,20.51,42.373,188.57,519.8,0,0,0,0
2016-03-15 09:03:35,20.5,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:03:40,20.5,42.393,191.43,522.0999999999999,0,0,0,0
2016-03-15 09:03:45,20.5,42.373,191.43,524.4,0,0,0,0
2016-03-15 09:03:50,20.5,42.373,190.0,515.2,0,0,0,0
2016-03-15 09:03:55,20.52,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:04:00,20.51,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:04:05,20.52,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:04:10,20.5,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:04:15,20.51,42.413,192.86,524.4,0,0,0,0
2016-03-15 09:04:20,20.505,42.373,190.715,517.5,0,0,0,0
2016-03-15 09:04:25,20.5,42.373,192.86,515.2,0,0,0,0
2016-03-15 09:04:30,20.5,42.373,191.43,515.2,0,0,0,0
2016-03-15 09:04:35,20.51,42.35250000000001,192.145,515.2,0,0,0,0
2016-03-15 09:04:40,20.50874884057228,42.3581604565689,192.3706270390908,519.8642847553385,0,0,0,0
2016-03-15 09:04:45,20.505,42.373,190.715,517.5,0,0,0,0
2016-03-15 09:04:50,20.51,42.373,188.57,506.0,0,0,0,0
2016-03-15 09:04:55,20.51,42.373,190.0,515.2,0,0,0,0
2016-03-15 09:05:00,20.51,42.35250000000001,190.0,510.6,0,0,0,0
2016-03-15 09:05:05,20.52,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:05:10,20.51,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:05:15,20.52,42.373,187.14,510.6,0,0,0,0
2016-03-15 09:05:20,20.525,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:05:25,20.52,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:05:30,20.52,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:05:35,20.52,42.373,189.285,508.3,0,0,0,0
2016-03-15 09:05:40,20.51,42.373,188.57,496.8,0,0,0,0
2016-03-15 09:05:45,20.52,42.332,187.14,506.0,0,0,0,0
2016-03-15 09:05:50,20.52,42.373,191.43,519.8,0,0,0,0
2016-03-15 09:05:55,20.52,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:06:00,20.52,42.35250000000001,189.285,508.3,0,0,0,0
2016-03-15 09:06:05,20.51,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:06:10,20.52,42.373,190.0,510.6,0,0,0,0
2016-03-15 09:06:15,20.52,42.373,187.14,510.6,0,0,0,0
2016-03-15 09:06:20,20.525,42.332,190.0,508.3,0,0,0,0
2016-03-15 09:06:25,20.53,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:06:30,20.53,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:06:35,20.52,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:06:40,20.525,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:06:45,20.53,42.332,191.43,510.6,0,0,0,0
2016-03-15 09:06:50,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:06:55,20.52,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:07:00,20.525,42.35250000000001,192.855,515.2,0,0,0,0
2016-03-15 09:07:05,20.53,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:07:10,20.54,42.373,190.0,515.2,0,0,0,0
2016-03-15 09:07:15,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:07:20,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:07:25,20.535,42.332,191.43,517.5,0,0,0,0
2016-03-15 09:07:30,20.54,42.332,187.14,515.2,0,0,0,0
2016-03-15 09:07:35,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:07:40,20.54,42.332,191.43,519.8,0,0,0,0
2016-03-15 09:07:45,20.54,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:07:50,20.53,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:07:55,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:08:00,20.54,42.332,190.715,515.2,0,0,0,0
2016-03-15 09:08:05,20.54,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:08:10,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:08:15,20.54,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:08:20,20.545,42.332,190.715,510.6,0,0,0,0
2016-03-15 09:08:25,20.54,42.332,192.86,510.6,0,0,0,0
2016-03-15 09:08:30,20.54,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:08:35,20.54,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:08:40,20.54,42.332,190.0,512.9000000000001,0,0,0,0
2016-03-15 09:08:45,20.54,42.373,192.86,506.0,0,0,0,0
2016-03-15 09:08:50,20.54,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:08:55,20.54,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:09:00,20.55,42.35250000000001,190.715,512.9000000000001,0,0,0,0
2016-03-15 09:09:05,20.54,42.332,192.86,510.6,0,0,0,0
2016-03-15 09:09:10,20.55,42.373,190.0,515.2,0,0,0,0
2016-03-15 09:09:15,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:09:20,20.54,42.35250000000001,191.43,519.8,0,0,0,0
2016-03-15 09:09:25,20.54,42.332,190.0,506.0,0,0,0,0
2016-03-15 09:09:30,20.55,42.373,191.43,529.0,0,0,0,0
2016-03-15 09:09:35,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:09:40,20.54,42.35250000000001,190.715,515.2,0,0,0,0
2016-03-15 09:09:45,20.54,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:09:50,20.54,42.332,190.0,506.0,0,0,0,0
2016-03-15 09:09:55,20.54,42.332,188.57,510.6,0,0,0,0
2016-03-15 09:10:00,20.545,42.332,190.715,512.9000000000001,0,0,0,0
2016-03-15 09:10:05,20.54,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:10:10,20.55,42.332,190.0,510.6,0,0,0,0
2016-03-15 09:10:15,20.54,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:10:20,20.55,42.332,190.715,512.9000000000001,0,0,0,0
2016-03-15 09:10:25,20.56,42.332,191.43,519.8,0,0,0,0
2016-03-15 09:10:30,20.55,42.332,188.57,506.0,0,0,0,0
2016-03-15 09:10:35,20.56,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:10:40,20.55,42.332,190.715,515.2,0,0,0,0
2016-03-15 09:10:45,20.56,42.332,190.0,515.2,0,0,0,0
2016-03-15 09:10:50,20.56,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:10:55,20.56,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:11:00,20.56,42.332,191.43,519.8,0,0,0,0
2016-03-15 09:11:05,20.54,42.332,191.43,510.6,0,0,0,0
2016-03-15 09:11:10,20.56,42.332,192.86,524.4,0,0,0,0
2016-03-15 09:11:15,20.55,42.332,191.43,515.2,0,0,0,0
2016-03-15 09:11:20,20.56,42.332,191.43,519.8,0,0,0,0
2016-03-15 09:11:25,20.55,42.332,191.43,519.8,0,0,0,0
2016-03-15 09:11:30,20.57,42.332,191.43,519.8,0,0,0,0
2016-03-15 09:11:35,20.57,42.332,191.43,519.8,0,0,0,0
2016-03-15 09:11:40,20.555,42.332,191.43,524.4,0,0,0,0
2016-03-15 09:11:45,20.57,42.332,192.86,524.4,0,0,0,0
2016-03-15 09:11:50,20.58,42.332,192.86,524.4,0,0,0,0
2016-03-15 09:11:55,20.58,42.332,192.86,524.4,0,0,0,0
2016-03-15 09:12:00,20.56,42.332,193.575,524.4,0,0,0,0
2016-03-15 09:12:05,20.57,42.332,191.43,529.0,0,0,0,0
2016-03-15 09:12:10,20.57,42.332,192.86,524.4,0,0,0,0
2016-03-15 09:12:15,20.58,42.332,194.29,524.4,0,0,0,0
2016-03-15 09:12:20,20.575,42.332,192.145,529.0,0,0,0,0
2016-03-15 09:12:25,20.57,42.332,192.86,547.4,0,0,0,0
2016-03-15 09:12:30,20.58,42.332,194.29,529.0,0,0,0,0
2016-03-15 09:12:35,20.58,42.332,191.43,529.0,0,0,0,0
2016-03-15 09:12:40,20.58,42.332,192.86,531.3,0,0,0,0
2016-03-15 09:12:45,20.58,42.332,192.86,529.0,0,0,0,0
2016-03-15 09:12:50,20.58,42.332,192.86,529.0,0,0,0,0
2016-03-15 09:12:55,20.58,42.291,190.0,524.4,0,0,0,0
2016-03-15 09:13:00,20.585,42.332,193.575,529.0,0,0,0,0
2016-03-15 09:13:05,20.58,42.332,192.86,533.6,0,0,0,0
2016-03-15 09:13:10,20.58,42.291,192.86,538.2,0,0,0,0
2016-03-15 09:13:15,20.59,42.332,192.86,533.6,0,0,0,0
2016-03-15 09:13:20,20.59,42.3115,192.86,531.3,0,0,0,0
2016-03-15 09:13:25,20.58,42.291,192.86,529.0,0,0,0,0
2016-03-15 09:13:30,20.58,42.291,192.86,538.2,0,0,0,0
2016-03-15 09:13:35,20.6,42.291,192.86,533.6,0,0,0,0
2016-03-15 09:13:40,20.6,42.271,194.29,531.3,0,0,0,0
2016-03-15 09:13:45,20.6,42.291,191.43,529.0,0,0,0,0
2016-03-15 09:13:50,20.61,42.251,192.86,533.6,0,0,0,0
2016-03-15 09:13:55,20.6,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:14:00,20.6,42.251,192.86,531.3,0,0,0,0
2016-03-15 09:14:05,20.6,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:14:10,20.62,42.251,195.71,524.4,0,0,0,0
2016-03-15 09:14:15,20.6,42.251,191.43,533.6,0,0,0,0
2016-03-15 09:14:20,20.605,42.251,193.575,529.0,0,0,0,0
2016-03-15 09:14:25,20.62,42.251,194.29,529.0,0,0,0,0
2016-03-15 09:14:30,20.61,42.251,192.86,519.8,0,0,0,0
2016-03-15 09:14:35,20.62,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:14:40,20.62,42.251,192.86,533.6,0,0,0,0
2016-03-15 09:14:45,20.62,42.251,192.86,533.6,0,0,0,0
2016-03-15 09:14:50,20.62,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:14:55,20.62,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:15:00,20.615,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:15:05,20.62,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:15:10,20.62,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:15:15,20.63,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:15:20,20.635,42.251,195.0,533.6,0,0,0,0
2016-03-15 09:15:25,20.62,42.251,190.0,533.6,0,0,0,0
2016-03-15 09:15:30,20.62,42.251,192.86,529.0,0,0,0,0
2016-03-15 09:15:35,20.63,42.251,194.29,533.6,0,0,0,0
2016-03-15 09:15:40,20.62,42.251,193.575,529.0,0,0,0,0
2016-03-15 09:15:45,20.62,42.251,194.29,533.6,0,0,0,0
2016-03-15 09:15:50,20.63,42.251,192.86,533.6,0,0,0,0
2016-03-15 09:15:55,20.63,42.251,194.29,529.0,0,0,0,0
2016-03-15 09:16:00,20.625,42.251,192.86,540.5,0,0,0,0
2016-03-15 09:16:05,20.62,42.251,191.43,533.6,0,0,0,0
2016-03-15 09:16:10,20.63,42.251,194.29,533.6,0,0,0,0
2016-03-15 09:16:15,20.645,42.251,193.575,531.3,0,0,0,0
2016-03-15 09:16:20,20.64,42.251,194.29,533.6,0,0,0,0
2016-03-15 09:16:25,20.64,42.251,194.29,533.6,0,0,0,0
2016-03-15 09:16:30,20.63,42.251,192.86,538.2,0,0,0,0
2016-03-15 09:16:35,20.64,42.251,192.86,533.6,0,0,0,0
2016-03-15 09:16:40,20.65,42.251,194.29,538.2,0,0,0,0
2016-03-15 09:16:45,20.64,42.251,194.29,533.6,0,0,0,0
2016-03-15 09:16:50,20.63,42.251,192.86,533.6,0,0,0,0
2016-03-15 09:16:55,20.64,42.251,192.86,533.6,0,0,0,0
2016-03-15 09:17:00,20.645,42.251,194.29,535.9000000000001,0,0,0,0
2016-03-15 09:17:05,20.64,42.251,194.29,533.6,0,0,0,0
2016-03-15 09:17:10,20.65,42.21100000000001,192.86,538.2,0,0,0,0
2016-03-15 09:17:15,20.66,42.21100000000001,194.29,524.4,0,0,0,0
2016-03-15 09:17:20,20.655,42.21100000000001,194.29,533.6,0,0,0,0
2016-03-15 09:17:25,20.64,42.21100000000001,194.29,533.6,0,0,0,0
2016-03-15 09:17:30,20.66,42.21100000000001,194.29,538.2,0,0,0,0
2016-03-15 09:17:35,20.66,42.21100000000001,194.29,533.6,0,0,0,0
2016-03-15 09:17:40,20.65,42.21100000000001,192.86,529.0,0,0,0,0
2016-03-15 09:17:45,20.66,42.21100000000001,194.29,533.6,0,0,0,0
2016-03-15 09:17:50,20.66,42.21100000000001,194.29,533.6,0,0,0,0
2016-03-15 09:17:55,20.66,42.21100000000001,194.29,533.6,0,0,0,0
2016-03-15 09:18:00,20.66,42.21100000000001,195.0,540.5,0,0,0,0
2016-03-15 09:18:05,20.65951536367698,42.21267610555241,191.5511478719026,537.4926462013107,0,0,0,0
2016-03-15 09:18:10,20.66,42.21100000000001,190.0,533.6,0,0,0,0
2016-03-15 09:18:15,20.66,42.21100000000001,194.29,538.2,0,0,0,0
