AbsT,Temp,RelH,L1,L2,Act,Door,Win
2016-03-15 11:33:50,21.11,43.385,182.145,595.7,0.0,0,0
2016-03-15 11:33:55,21.1,43.385,182.86,561.2,0.0,0,0
2016-03-15 11:34:00,21.11,43.385,182.86,561.2,0.0,0,0
2016-03-15 11:34:05,21.11,43.385,181.43,630.2,0.0,0,0
2016-03-15 11:34:10,21.11,43.385,184.29,565.8,0.0,0,0
2016-03-15 11:34:15,21.105,43.385,181.43,637.0999999999999,0.0,0,0
2016-03-15 11:34:20,21.1,43.385,184.29,570.4,0.0,0,0
2016-03-15 11:34:25,21.11,43.385,182.86,561.2,0.0,0,0
2016-03-15 11:34:30,21.115,43.385,182.145,598.0,0.0,0,0
2016-03-15 11:34:35,21.1,43.385,182.86,561.2,0.0,0,0
2016-03-15 11:34:40,21.1,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:34:45,21.1,43.385,184.29,565.8,0.0,0,0
2016-03-15 11:34:50,21.11,43.385,184.29,565.8,0.0,0,0
2016-03-15 11:34:55,21.105,43.385,182.145,602.5999999999999,0.0,0,0
2016-03-15 11:35:00,21.11,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:35:05,21.11,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:35:10,21.12,43.385,180.0,634.8,0.0,0,0
2016-03-15 11:35:15,21.115,43.385,182.86,602.5999999999999,0.0,0,0
2016-03-15 11:35:20,21.11,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:35:25,21.12,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:35:30,21.115,43.385,182.86,570.4,0.0,0,0
2016-03-15 11:35:35,21.11,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:35:40,21.11,43.385,181.43,639.4,0.0,0,0
2016-03-15 11:35:45,21.11,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:35:50,21.1,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:35:55,21.1,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:36:00,21.1,43.385,182.86,565.8,0.0,0,0
2016-03-15 11:36:05,21.11,43.385,182.86,556.6,0.0,0,0
2016-03-15 11:36:10,21.12,43.385,175.0,595.7,0.5,0,0
2016-03-15 11:36:15,21.11,43.34399999999999,181.43,611.8,1.0,0,0
2016-03-15 11:36:20,21.11,43.34399999999999,180.0,616.4,1.0,0,0
2016-03-15 11:36:25,21.12,43.34399999999999,180.0,621.0,1.0,0,0
2016-03-15 11:36:30,21.12,43.34399999999999,179.285,621.0,1.0,0,0
2016-03-15 11:36:35,21.12,43.34399999999999,180.0,621.0,1.0,0,0
2016-03-15 11:36:40,21.12,43.34399999999999,177.14,616.4,1.0,0,0
2016-03-15 11:36:45,21.12,43.385,181.43,611.8,1.0,0,0
2016-03-15 11:36:50,21.125,43.36449999999999,180.0,616.4,1.0,0,0
2016-03-15 11:36:55,21.12,43.34399999999999,178.57,611.8,1.0,0,0
2016-03-15 11:37:00,21.12,43.34399999999999,178.57,616.4,1.0,0,0
2016-03-15 11:37:05,21.13,43.30399999999999,178.57,621.0,1.0,0,0
2016-03-15 11:37:10,21.12,43.30399999999999,180.0,616.4,1.0,0,0
2016-03-15 11:37:15,21.12,43.34399999999999,188.57,593.4000000000001,1.0,0,0
2016-03-15 11:37:20,21.12,43.385,181.43,625.6,1.0,0,0
2016-03-15 11:37:25,21.12,43.34399999999999,181.43,630.2,1.0,0,0
2016-03-15 11:37:30,21.13,43.34399999999999,180.715,625.6,1.0,0,0
2016-03-15 11:37:35,21.12,43.385,181.43,625.6,1.0,0,0
2016-03-15 11:37:40,21.12,43.385,180.0,625.6,1.0,0,0
2016-03-15 11:37:45,21.13,43.385,184.29,561.2,1.0,0,0
2016-03-15 11:37:50,21.125,43.385,181.43,625.6,1.0,0,0
2016-03-15 11:37:55,21.13,43.385,181.43,630.2,1.0,0,0
2016-03-15 11:38:00,21.12,43.385,182.86,561.2,1.0,0,0
2016-03-15 11:38:05,21.13,43.385,181.43,625.6,1.0,0,0
2016-03-15 11:38:10,21.13,43.385,180.715,625.6,1.0,0,0
2016-03-15 11:38:15,21.13,43.385,184.29,561.2,1.0,0,0
2016-03-15 11:38:20,21.13,43.385,180.0,634.8,1.0,0,0
2016-03-15 11:38:25,21.13,43.385,181.43,630.2,1.0,0,0
2016-03-15 11:38:30,21.13,43.385,182.145,595.7,1.0,0,0
2016-03-15 11:38:35,21.14,43.385,181.43,630.2,1.0,0,0
2016-03-15 11:38:40,21.13,43.426,180.0,625.6,1.0,0,0
2016-03-15 11:38:45,21.13,43.385,181.43,630.2,1.0,0,0
2016-03-15 11:38:50,21.125,43.4055,181.43,630.2,1.0,0,0
2016-03-15 11:38:55,21.13,43.426,180.0,625.6,1.0,0,0
2016-03-15 11:39:00,21.12,43.385,182.86,561.2,1.0,0,0
2016-03-15 11:39:05,21.13,43.426,181.43,639.4,1.0,0,0
2016-03-15 11:39:10,21.135,43.4255,181.43,634.8,1.0,0,0
2016-03-15 11:39:15,21.14,43.385,182.86,570.4,1.0,0,0
2016-03-15 11:39:20,21.14,43.385,188.57,565.8,1.0,0,0
2016-03-15 11:39:25,21.14,43.385,180.0,634.8,1.0,0,0
2016-03-15 11:39:30,21.135,43.4055,181.43,607.2,1.0,0,0
2016-03-15 11:39:35,21.14,43.466,180.0,639.4,1.0,0,0
2016-03-15 11:39:40,21.13,43.466,182.86,565.8,1.0,0,0
2016-03-15 11:39:45,21.14,43.426,182.86,575.0,1.0,0,0
2016-03-15 11:39:50,21.13,43.466,181.43,627.9,1.0,0,0
2016-03-15 11:39:55,21.13,43.466,182.86,570.4,1.0,0,0
2016-03-15 11:40:00,21.13,43.466,184.29,570.4,1.0,0,0
2016-03-15 11:40:05,21.14,43.507,182.86,570.4,1.0,0,0
2016-03-15 11:40:10,21.14,43.507,184.29,577.3,1.0,0,0
2016-03-15 11:40:15,21.13,43.507,182.86,570.4,1.0,0,0
2016-03-15 11:40:20,21.14,43.507,181.43,639.4,1.0,0,0
2016-03-15 11:40:25,21.14,43.507,185.71,575.0,1.0,0,0
2016-03-15 11:40:30,21.135,43.547,180.0,634.8,1.0,0,0
2016-03-15 11:40:35,21.14,43.547,181.43,634.8,1.0,0,0
2016-03-15 11:40:40,21.14,43.547,184.29,570.4,1.0,0,0
2016-03-15 11:40:45,21.14,43.587,181.43,639.4,1.0,0,0
2016-03-15 11:40:50,21.14,43.56699999999999,181.43,625.5999999999999,1.0,0,0
2016-03-15 11:40:55,21.14,43.587,181.43,634.8,1.0,0,0
2016-03-15 11:41:00,21.14,43.547,181.43,634.8,1.0,0,0
2016-03-15 11:41:05,21.15,43.547,181.43,634.8,1.0,0,0
2016-03-15 11:41:10,21.14,43.547,180.0,602.6,1.0,0,0
2016-03-15 11:41:15,21.15,43.587,182.86,556.6,1.0,0,0
2016-03-15 11:41:20,21.15,43.547,182.86,570.4,1.0,0,0
2016-03-15 11:41:25,21.15,43.587,181.43,639.4,1.0,0,0
2016-03-15 11:41:30,21.14,43.6075,183.57,607.2,1.0,0,0
2016-03-15 11:41:35,21.14,43.587,181.43,639.4,1.0,0,0
2016-03-15 11:41:40,21.15,43.628,181.43,634.8,1.0,0,0
2016-03-15 11:41:45,21.14,43.669,181.43,634.8,1.0,0,0
2016-03-15 11:41:50,21.14,43.628,180.0,630.2,1.0,0,0
2016-03-15 11:41:55,21.145,43.68899999999999,182.145,598.0,1.0,0,0
2016-03-15 11:42:00,21.14,43.669,188.57,565.8,1.0,0,0
2016-03-15 11:42:05,21.15,43.669,180.0,639.4,1.0,0,0
2016-03-15 11:42:10,21.16,43.709,182.86,575.0,1.0,0,0
2016-03-15 11:42:15,21.145,43.6485,182.145,600.3,1.0,0,0
2016-03-15 11:42:20,21.15,43.628,182.86,565.8,1.0,0,0
2016-03-15 11:42:25,21.14,43.628,182.86,561.2,1.0,0,0
2016-03-15 11:42:30,21.145,43.628,182.86,563.5,1.0,0,0
2016-03-15 11:42:35,21.14,43.628,181.43,634.8,1.0,0,0
2016-03-15 11:42:40,21.15,43.628,181.43,634.8,1.0,0,0
2016-03-15 11:42:45,21.15,43.628,181.43,634.8,1.0,0,0
2016-03-15 11:42:50,21.155,43.628,182.86,558.9000000000001,1.0,0,0
2016-03-15 11:42:55,21.15,43.628,182.86,561.2,1.0,0,0
2016-03-15 11:43:00,21.14,43.669,182.86,561.2,1.0,0,0
2016-03-15 11:43:05,21.14,43.709,182.86,561.2,1.0,0,0
2016-03-15 11:43:10,21.15,43.709,181.43,634.8,1.0,0,0
2016-03-15 11:43:15,21.145,43.709,181.43,598.0,1.0,0,0
2016-03-15 11:43:20,21.16,43.709,181.43,634.8,1.0,0,0
2016-03-15 11:43:25,21.14,43.709,181.43,630.2,1.0,0,0
2016-03-15 11:43:30,21.14,43.669,181.43,634.8,1.0,0,0
2016-03-15 11:43:35,21.14,43.68899999999999,182.145,591.1,1.0,0,0
2016-03-15 11:43:40,21.15,43.709,182.86,561.2,1.0,0,0
2016-03-15 11:43:45,21.14,43.709,182.86,561.2,1.0,0,0
2016-03-15 11:43:50,21.14,43.709,181.43,634.8,1.0,0,0
2016-03-15 11:43:55,21.145,43.709,182.145,602.5999999999999,1.0,0,0
2016-03-15 11:44:00,21.15,43.709,182.86,565.8,1.0,0,0
2016-03-15 11:44:05,21.16,43.709,182.86,565.8,1.0,0,0
2016-03-15 11:44:10,21.15,43.709,182.86,565.8,1.0,0,0
2016-03-15 11:44:15,21.145,43.709,181.43,602.5999999999999,1.0,0,0
2016-03-15 11:44:20,21.14,43.709,181.43,639.4,1.0,0,0
2016-03-15 11:44:25,21.14,43.709,181.43,621.0,1.0,0,0
2016-03-15 11:44:30,21.145,43.68899999999999,182.145,604.9,1.0,0,0
2016-03-15 11:44:35,21.15,43.709,182.86,575.0,1.0,0,0
2016-03-15 11:44:40,21.16,43.709,184.29,570.4,1.0,0,0
2016-03-15 11:44:45,21.14,43.709,182.86,575.0,1.0,0,0
2016-03-15 11:44:50,21.15,43.669,182.86,570.4,1.0,0,0
2016-03-15 11:44:55,21.15,43.669,182.86,570.4,1.0,0,0
2016-03-15 11:45:00,21.14,43.709,181.43,644.0,1.0,0,0
2016-03-15 11:45:05,21.15,43.709,184.29,575.0,1.0,0,0
2016-03-15 11:45:10,21.15,43.709,183.575,575.0,1.0,0,0
2016-03-15 11:45:15,21.15,43.709,184.29,575.0,1.0,0,0
2016-03-15 11:45:20,21.16,43.669,184.29,575.0,1.0,0,0
2016-03-15 11:45:25,21.15,43.709,184.29,584.2,1.0,0,0
2016-03-15 11:45:30,21.16,43.709,184.29,579.6,1.0,0,0
2016-03-15 11:45:35,21.15,43.709,182.86,577.3,1.0,0,0
2016-03-15 11:45:40,21.15,43.709,184.29,579.6,1.0,0,0
2016-03-15 11:45:45,21.14,43.709,182.86,579.6,1.0,0,0
2016-03-15 11:45:50,21.16,43.709,183.575,579.6,1.0,0,0
2016-03-15 11:45:55,21.15,43.709,184.29,584.2,1.0,0,0
2016-03-15 11:46:00,21.15,43.709,184.29,584.2,1.0,0,0
2016-03-15 11:46:05,21.15,43.709,184.29,588.8,1.0,0,0
2016-03-15 11:46:10,21.16,43.709,184.29,584.2,1.0,0,0
2016-03-15 11:46:15,21.15,43.709,182.86,586.5,1.0,0,0
2016-03-15 11:46:20,21.15,43.709,184.29,593.4,1.0,0,0
2016-03-15 11:46:25,21.15,43.709,182.86,575.0,1.0,0,0
2016-03-15 11:46:30,21.16,43.76949999999999,183.575,591.0999999999999,1.0,0,0
2016-03-15 11:46:35,21.16,43.749,187.14,588.8,1.0,0,0
2016-03-15 11:46:40,21.15,43.749,182.86,588.8,1.0,0,0
2016-03-15 11:46:45,21.16,43.749,184.29,593.4,1.0,0,0
2016-03-15 11:46:50,21.155,43.76949999999999,186.425,593.4,1.0,0,0
2016-03-15 11:46:55,21.16,43.79,185.71,593.4,1.0,0,0
2016-03-15 11:47:00,21.16,43.79,187.14,607.2,1.0,0,0
2016-03-15 11:47:05,21.14,43.79,185.71,598.0,1.0,0,0
2016-03-15 11:47:10,21.16,43.79,185.71,593.4,1.0,0,0
2016-03-15 11:47:15,21.16,43.76949999999999,186.425,602.6,1.0,0,0
2016-03-15 11:47:20,21.16,43.79,188.57,598.0,1.0,0,0
2016-03-15 11:47:25,21.15,43.79,184.29,588.8,1.0,0,0
2016-03-15 11:47:30,21.16,43.749,186.425,604.9000000000001,1.0,0,0
2016-03-15 11:47:35,21.16,43.79,185.71,616.4,1.0,0,0
2016-03-15 11:47:40,21.16,43.79,184.29,607.2,1.0,0,0
2016-03-15 11:47:45,21.16,43.79,182.86,598.0,1.0,0,0
2016-03-15 11:47:50,21.16,43.79,188.57,611.8,1.0,0,0
2016-03-15 11:47:55,21.16,43.79,188.57,618.7,1.0,0,0
2016-03-15 11:48:00,21.16,43.79,188.57,621.0,1.0,0,0
2016-03-15 11:48:05,21.17,43.79,188.57,625.6,1.0,0,0
2016-03-15 11:48:10,21.17,43.79,188.57,625.6,1.0,0,0
2016-03-15 11:48:15,21.165,43.8105,190.0,621.0,1.0,0,0
2016-03-15 11:48:20,21.16,43.79,190.0,634.8,1.0,0,0
2016-03-15 11:48:25,21.17,43.79,190.0,630.2,1.0,0,0
2016-03-15 11:48:30,21.17,43.79,190.0,634.8,1.0,0,0
2016-03-15 11:48:35,21.175,43.8105,190.715,639.4,1.0,0,0
2016-03-15 11:48:40,21.17,43.79,191.43,639.4,1.0,0,0
2016-03-15 11:48:45,21.17,43.79,191.43,639.4,1.0,0,0
2016-03-15 11:48:50,21.16,43.79,188.57,644.0,1.0,0,0
2016-03-15 11:48:55,21.165,43.79,191.43,650.9,1.0,0,0
2016-03-15 11:49:00,21.17,43.79,191.43,644.0,1.0,0,0
2016-03-15 11:49:05,21.16,43.79,190.0,639.4,1.0,0,0
2016-03-15 11:49:10,21.16,43.79,192.86,644.0,1.0,0,0
2016-03-15 11:49:15,21.17,43.79,190.0,648.6,1.0,0,0
2016-03-15 11:49:20,21.16,43.79,191.43,648.6,1.0,0,0
2016-03-15 11:49:25,21.17,43.831,191.43,644.0,1.0,0,0
2016-03-15 11:49:30,21.165,43.8105,190.715,648.6,1.0,0,0
2016-03-15 11:49:35,21.16,43.79,191.43,639.4,1.0,0,0
2016-03-15 11:49:40,21.17,43.79,191.43,648.6,1.0,0,0
2016-03-15 11:49:45,21.17,43.831,191.43,648.6,1.0,0,0
2016-03-15 11:49:50,21.165,43.79,192.145,646.3,1.0,0,0
2016-03-15 11:49:55,21.16,43.79,191.43,644.0,1.0,0,0
2016-03-15 11:50:00,21.18,43.79,191.43,644.0,1.0,0,0
2016-03-15 11:50:05,21.18,43.79,191.43,644.0,1.0,0,0
2016-03-15 11:50:10,21.17,43.8105,192.145,646.3,1.0,0,0
2016-03-15 11:50:15,21.17,43.79,190.0,648.6,1.0,0,0
2016-03-15 11:50:20,21.18,43.79,190.0,648.6,1.0,0,0
2016-03-15 11:50:25,21.17,43.79,191.43,648.6,1.0,0,0
2016-03-15 11:50:30,21.17,43.79,191.43,644.0,1.0,0,0
2016-03-15 11:50:35,21.175,43.79,193.57,650.9,1.0,0,0
2016-03-15 11:50:40,21.18,43.831,192.86,648.6,1.0,0,0
2016-03-15 11:50:45,21.17,43.831,192.86,648.6,1.0,0,0
2016-03-15 11:50:50,21.175,43.8305,191.43,650.9000000000001,1.0,0,0
2016-03-15 11:50:55,21.17,43.871,191.43,657.8,1.0,0,0
2016-03-15 11:51:00,21.18,43.831,191.43,657.8,1.0,0,0
2016-03-15 11:51:05,21.17,43.831,192.86,653.2,1.0,0,0
2016-03-15 11:51:10,21.175,43.8105,192.145,653.2,1.0,0,0
2016-03-15 11:51:15,21.18,43.79,207.14,667.0,1.0,0,0
2016-03-15 11:51:20,21.17,43.79,191.43,657.8,1.0,0,0
2016-03-15 11:51:25,21.17,43.79,191.43,653.2,1.0,0,0
2016-03-15 11:51:30,21.16,43.831,191.43,657.8,1.0,0,0
2016-03-15 11:51:35,21.18,43.871,192.86,653.2,1.0,0,0
2016-03-15 11:51:40,21.17,43.871,192.86,657.8,1.0,0,0
2016-03-15 11:51:45,21.17,43.871,191.43,653.2,1.0,0,0
2016-03-15 11:51:50,21.175,43.89100000000001,193.575,653.2,1.0,0,0
2016-03-15 11:51:55,21.18,43.871,192.86,667.0,1.0,0,0
2016-03-15 11:52:00,21.18,43.911,190.0,653.2,1.0,0,0
2016-03-15 11:52:05,21.17,43.871,192.86,653.2,1.0,0,0
2016-03-15 11:52:10,21.18,43.871,191.43,653.2,1.0,0,0
2016-03-15 11:52:15,21.18,43.871,194.29,662.4,1.0,0,0
2016-03-15 11:52:20,21.18,43.871,191.43,648.6,1.0,0,0
2016-03-15 11:52:25,21.18,43.871,198.57,657.8,1.0,0,0
2016-03-15 11:52:30,21.18,43.871,191.43,648.6,1.0,0,0
2016-03-15 11:52:35,21.18,43.871,192.86,648.6,1.0,0,0
2016-03-15 11:52:40,21.18,43.871,191.43,648.6,1.0,0,0
2016-03-15 11:52:45,21.18,43.871,190.0,648.6,1.0,0,0
2016-03-15 11:52:50,21.17,43.871,191.43,639.4,1.0,0,0
2016-03-15 11:52:55,21.17,43.871,190.715,644.0,1.0,0,0
2016-03-15 11:53:00,21.18,43.871,192.86,639.4,1.0,0,0
2016-03-15 11:53:05,21.17,43.871,191.43,644.0,1.0,0,0
2016-03-15 11:53:10,21.17,43.871,190.715,644.0,1.0,0,0
2016-03-15 11:53:15,21.18,43.871,192.86,639.4,1.0,0,0
2016-03-15 11:53:20,21.18,43.871,190.0,639.4,1.0,0,0
2016-03-15 11:53:25,21.18,43.871,191.43,644.0,1.0,0,0
2016-03-15 11:53:30,21.18,43.871,190.0,639.4,1.0,0,0
2016-03-15 11:53:35,21.18,43.871,190.0,639.4,1.0,0,0
2016-03-15 11:53:40,21.17,43.871,190.0,630.2,1.0,0,0
2016-03-15 11:53:45,21.18,43.871,190.0,630.2,1.0,0,0
2016-03-15 11:53:50,21.175,43.871,187.855,627.9000000000001,1.0,0,0
2016-03-15 11:53:55,21.18,43.871,188.57,630.2,1.0,0,0
2016-03-15 11:54:00,21.17,43.871,188.57,616.4,1.0,0,0
2016-03-15 11:54:05,21.17,43.871,188.57,625.6,1.0,0,0
2016-03-15 11:54:10,21.175,43.871,190.0,634.8,1.0,0,0
2016-03-15 11:54:15,21.19,43.871,194.29,630.2,1.0,0,0
2016-03-15 11:54:20,21.18,43.871,188.57,630.2,1.0,0,0
2016-03-15 11:54:25,21.18,43.871,188.57,634.8,1.0,0,0
2016-03-15 11:54:30,21.18,43.871,188.57,623.3,1.0,0,0
2016-03-15 11:54:35,21.18,43.871,190.0,630.2,1.0,0,0
2016-03-15 11:54:40,21.18,43.871,188.57,625.6,1.0,0,0
2016-03-15 11:54:45,21.18,43.871,187.14,634.8,1.0,0,0
2016-03-15 11:54:50,21.18,43.871,188.57,625.6,1.0,0,0
2016-03-15 11:54:55,21.18,43.871,190.0,634.8,1.0,0,0
2016-03-15 11:55:00,21.18,43.871,191.43,644.0,1.0,0,0
2016-03-15 11:55:05,21.18,43.871,187.14,630.2,1.0,0,0
2016-03-15 11:55:10,21.19,43.871,190.0,634.8,1.0,0,0
2016-03-15 11:55:15,21.19,43.871,188.57,634.8,1.0,0,0
2016-03-15 11:55:20,21.19,43.911,190.0,634.8,1.0,0,0
2016-03-15 11:55:25,21.18,43.952,190.0,639.4,1.0,0,0
2016-03-15 11:55:30,21.19,43.911,195.71,634.8,1.0,0,0
2016-03-15 11:55:35,21.185,43.89100000000001,191.43,644.0,1.0,0,0
2016-03-15 11:55:40,21.19,43.871,192.86,648.6,1.0,0,0
2016-03-15 11:55:45,21.19,43.911,192.86,653.2,1.0,0,0
2016-03-15 11:55:50,21.18,43.89100000000001,191.43,657.8,1.0,0,0
2016-03-15 11:55:55,21.19,43.871,192.86,662.4,1.0,0,0
2016-03-15 11:56:00,21.18,43.871,192.86,667.0,1.0,0,0
2016-03-15 11:56:05,21.19,43.911,194.29,667.0,1.0,0,0
2016-03-15 11:56:10,21.185,43.952,196.425,683.0999999999999,1.0,0,0
2016-03-15 11:56:15,21.18,43.952,197.14,680.8,1.0,0,0
2016-03-15 11:56:20,21.19,43.952,195.71,680.8,1.0,0,0
2016-03-15 11:56:25,21.18,43.952,195.71,690.0,1.0,0,0
2016-03-15 11:56:30,21.18,43.952,195.0,687.7,1.0,0,0
2016-03-15 11:56:35,21.19,43.993,200.0,713.0,1.0,0,0
2016-03-15 11:56:40,21.19,44.033,198.57,703.8,1.0,0,0
2016-03-15 11:56:45,21.18,43.993,200.0,703.8,1.0,0,0
2016-03-15 11:56:50,21.18,43.993,198.57,708.4,1.0,0,0
2016-03-15 11:56:55,21.19,43.952,200.0,713.0,1.0,0,0
2016-03-15 11:57:00,21.19,43.952,200.0,722.2,1.0,0,0
2016-03-15 11:57:05,21.19,43.952,192.86,671.6,0.0,0,0
2016-03-15 11:57:10,21.19,44.0535,196.425,717.6,1.0,0,0
2016-03-15 11:57:15,21.19,44.033,201.43,740.6,2.0,0,0
2016-03-15 11:57:20,21.19,44.033,200.0,726.8,2.0,0,0
2016-03-15 11:57:25,21.19,44.033,202.86,736.0,2.0,0,0
2016-03-15 11:57:30,21.19,44.033,208.57,738.3,2.0,0,0
2016-03-15 11:57:35,21.2,44.033,198.57,731.4,2.0,0,0
2016-03-15 11:57:40,21.18,44.033,201.43,736.0,2.0,0,0
2016-03-15 11:57:45,21.18,44.074,200.0,731.4,2.0,0,0
2016-03-15 11:57:50,21.185,44.033,199.285,731.4,2.0,0,0
2016-03-15 11:57:55,21.18,44.033,201.43,731.4,2.0,0,0
2016-03-15 11:58:00,21.19,44.033,202.86,736.0,2.0,0,0
2016-03-15 11:58:05,21.18,44.033,200.0,722.2,2.0,0,0
2016-03-15 11:58:10,21.19,44.033,200.0,722.2,2.0,0,0
2016-03-15 11:58:15,21.185,44.033,199.285,731.4,2.0,0,0
2016-03-15 11:58:20,21.18,44.033,200.0,722.2,2.0,0,0
2016-03-15 11:58:25,21.18,44.033,200.0,722.2,2.0,0,0
2016-03-15 11:58:30,21.185,44.01300000000001,199.285,717.6,2.0,0,0
2016-03-15 11:58:35,21.18,43.993,197.14,717.6,2.0,0,0
2016-03-15 11:58:40,21.18,43.993,200.0,717.6,2.0,0,0
2016-03-15 11:58:45,21.18,43.952,200.0,717.6,2.0,0,0
2016-03-15 11:58:50,21.18,43.993,201.43,722.2,2.0,0,0
2016-03-15 11:58:55,21.185,43.993,199.285,715.3,2.0,0,0
2016-03-15 11:59:00,21.19,43.993,200.0,717.6,2.0,0,0
2016-03-15 11:59:05,21.18,43.993,200.0,713.0,2.0,0,0
2016-03-15 11:59:10,21.18,43.952,197.855,717.6,2.0,0,0
2016-03-15 11:59:15,21.18,43.952,200.0,713.0,2.0,0,0
2016-03-15 11:59:20,21.18,43.952,198.57,713.0,2.0,0,0
2016-03-15 11:59:25,21.2,43.952,198.57,713.0,2.0,0,0
2016-03-15 11:59:30,21.18,43.952,200.0,713.0,2.0,0,0
2016-03-15 11:59:35,21.18,43.952,198.57,713.0,2.0,0,0
2016-03-15 11:59:40,21.18,43.952,200.0,713.0,2.0,0,0
2016-03-15 11:59:45,21.18,43.952,198.57,703.8,2.0,0,0
2016-03-15 11:59:50,21.18,43.952,198.57,708.4,2.0,0,0
2016-03-15 11:59:55,21.18,43.952,198.57,708.4,2.0,0,0
2016-03-15 12:00:00,21.18,43.952,197.14,713.0,2.0,0,0
2016-03-15 12:20:00,21.22,43.911,267.14,1301.8,0.0,0,0
2016-03-15 12:20:05,21.23,43.911,267.14,1306.4,0.0,0,0
2016-03-15 12:20:10,21.24,43.911,268.57,1308.7,0.0,0,0
2016-03-15 12:20:15,21.22,43.911,270.0,1315.6,0.0,0,0
2016-03-15 12:20:20,21.23,43.911,272.86,1324.8,0.0,0,0
2016-03-15 12:20:25,21.24,43.871,274.29,1352.4,0.0,0,0
2016-03-15 12:20:30,21.24,43.9315,277.14,1373.1,0.0,0,0
2016-03-15 12:20:35,21.24,43.911,275.71,1380.0,0.0,0,0
2016-03-15 12:20:40,21.24,43.911,277.14,1380.0,0.0,0,0
2016-03-15 12:20:45,21.24,43.911,278.57,1389.2,0.0,0,0
2016-03-15 12:20:50,21.24,43.89100000000001,278.57,1396.1,0.0,0,0
2016-03-15 12:20:55,21.24,43.871,295.71,1444.4,0.0,0,0
2016-03-15 12:21:00,21.24,43.871,287.14,1481.2,0.0,0,0
2016-03-15 12:21:05,21.24,43.911,304.29,1619.2,0.0,0,0
2016-03-15 12:21:10,21.24,43.871,300.715,1596.2,0.0,0,0
2016-03-15 12:21:15,21.25,43.871,298.57,1573.2,0.0,0,0
2016-03-15 12:21:20,21.26,43.871,294.29,1554.8,0.0,0,0
2016-03-15 12:21:25,21.25,43.871,294.29,1536.4,0.0,0,0
2016-03-15 12:21:30,21.25,43.871,290.0,1495.0,0.0,0,0
2016-03-15 12:21:35,21.26,43.871,285.71,1467.4,0.0,0,0
2016-03-15 12:21:40,21.26,43.871,281.43,1458.2,0.0,0,0
2016-03-15 12:21:45,21.26,43.871,281.43,1426.0,0.0,0,0
2016-03-15 12:21:50,21.26,43.871,275.0,1373.1,0.0,0,0
2016-03-15 12:21:55,21.25,43.871,268.57,1306.4,0.0,0,0
2016-03-15 12:22:00,21.26,43.871,265.71,1292.6,0.0,0,0
2016-03-15 12:22:05,21.26,43.871,280.0,1283.4,0.0,0,0
2016-03-15 12:22:10,21.255,43.871,260.715,1244.3,0.0,0,0
2016-03-15 12:22:15,21.25,43.871,258.57,1214.4,0.0,0,0
2016-03-15 12:22:20,21.26,43.871,255.71,1209.8,0.0,0,0
2016-03-15 12:22:25,21.26,43.871,257.14,1214.4,0.0,0,0
2016-03-15 12:22:30,21.26,43.851,262.145,1246.6,0.0,0,0
2016-03-15 12:22:35,21.25,43.871,261.43,1232.8,0.0,0,0
2016-03-15 12:22:40,21.26,43.871,260.0,1223.6,0.0,0,0
2016-03-15 12:22:45,21.26,43.831,262.86,1255.8,0.0,0,0
2016-03-15 12:22:50,21.26,43.831,257.855,1225.9,0.0,0,0
2016-03-15 12:22:55,21.26,43.871,252.86,1182.2,0.0,0,0
2016-03-15 12:23:00,21.25,43.831,251.43,1163.8,0.0,0,0
2016-03-15 12:23:05,21.26,43.831,250.0,1145.4,0.0,0,0
2016-03-15 12:23:10,21.25,43.831,247.14,1124.7,0.0,0,0
2016-03-15 12:23:15,21.25,43.831,245.71,1099.4,0.0,0,0
2016-03-15 12:23:20,21.25,43.831,244.29,1099.4,0.0,0,0
2016-03-15 12:23:25,21.26,43.831,244.29,1099.4,0.0,0,0
2016-03-15 12:23:30,21.25,43.831,244.29,1099.4,0.0,0,0
2016-03-15 12:23:35,21.25,43.831,251.43,1101.7,0.0,0,0
2016-03-15 12:23:40,21.26,43.831,245.71,1104.0,0.0,0,0
2016-03-15 12:23:45,21.24,43.871,247.14,1117.8,0.0,0,0
2016-03-15 12:23:50,21.26,43.831,247.14,1127.0,0.0,0,0
2016-03-15 12:23:55,21.245,43.831,252.86,1163.8,0.0,0,0
2016-03-15 12:24:00,21.25,43.831,258.57,1223.6,0.0,0,0
2016-03-15 12:24:05,21.25,43.871,261.43,1260.4,0.0,0,0
2016-03-15 12:24:10,21.255,43.831,272.145,1334.0,0.0,0,0
2016-03-15 12:24:15,21.26,43.871,268.57,1301.8,0.0,0,0
2016-03-15 12:24:20,21.25,43.831,262.86,1265.0,0.0,0,0
2016-03-15 12:24:25,21.26,43.831,261.43,1255.8,0.0,0,0
2016-03-15 12:24:30,21.26,43.831,261.43,1255.8,0.0,0,0
2016-03-15 12:24:35,21.26,43.831,262.145,1258.1,0.0,0,0
