AbsT,status
2016-03-15 09:39:09.268,Off
2016-03-15 09:39:12.132,Off
2016-03-15 09:39:16.747,Off
2016-03-15 09:39:19.862,Off
2016-03-15 09:39:24.602,Off
2016-03-15 09:39:28.092,Off
2016-03-15 09:39:31.834,Off
2016-03-15 09:39:36.075,Off
2016-03-15 09:39:40.065,Off
2016-03-15 09:39:44.804,Off
2016-03-15 09:39:47.918,Off
2016-03-15 09:39:52.784,Off
2016-03-15 09:39:56.524,Off
2016-03-15 09:40:00.763,Off
2016-03-15 09:40:04.493,Off
2016-03-15 09:40:08.358,Off
2016-03-15 09:40:11.848,Off
2016-03-15 09:40:16.088,Off
2016-03-15 09:40:20.828,Off
2016-03-15 09:40:23.943,Off
2016-03-15 09:40:28.557,Off
2016-03-15 09:40:32.912,Off
2016-03-15 09:40:36.405,Off
2016-03-15 09:40:43.497,Off
2016-03-15 09:40:47.870,Off
2016-03-15 09:40:48.471,Off
2016-03-15 09:40:52.082,Off
2016-03-15 09:40:57.197,Off
2016-03-15 09:41:00.061,Off
2016-03-15 09:41:04.551,Off
2016-03-15 09:41:08.041,Off
2016-03-15 09:41:12.281,Off
2016-03-15 09:41:16.653,Off
2016-03-15 09:41:20.511,Off
2016-03-15 09:41:24.501,Off
2016-03-15 09:41:28.652,Off
2016-03-15 09:41:32.236,Off
2016-03-15 09:41:36.852,Off
2016-03-15 09:41:44.435,Off
2016-03-15 09:41:44.676,Off
2016-03-15 09:41:48.665,Off
2016-03-15 09:41:53.030,Off
2016-03-15 09:41:55.894,Off
2016-03-15 09:42:00.260,Off
2016-03-15 09:42:04.874,Off
2016-03-15 09:42:08.489,Off
2016-03-15 09:42:12.229,Off
2016-03-15 09:42:16.219,Off
2016-03-15 09:42:20.586,Off
2016-03-15 09:42:26.304,Off
2016-03-15 09:42:28.419,Off
2016-03-15 09:42:32.034,Off
2016-03-15 09:42:36.024,Off
2016-03-15 09:42:39.889,Off
2016-03-15 09:42:45.003,Off
2016-03-15 09:42:49.108,Off
2016-03-15 09:42:51.972,Off
2016-03-15 09:42:56.453,Off
2016-03-15 09:43:00.832,Off
2016-03-15 09:43:11.652,Off
2016-03-15 09:43:11.893,Off
2016-03-15 09:43:12.774,Off
2016-03-15 09:43:16.372,Off
2016-03-15 09:43:20.852,Off
2016-03-15 09:43:24.092,Off
2016-03-15 09:43:27.957,Off
2016-03-15 09:43:31.946,Off
2016-03-15 09:43:37.552,Off
2016-03-15 09:43:40.666,Off
2016-03-15 09:43:44.656,Off
2016-03-15 09:43:48.146,Off
2016-03-15 09:43:52.511,Off
2016-03-15 09:43:55.876,Off
2016-03-15 09:44:00.629,Off
2016-03-15 09:44:04.356,Off
2016-03-15 09:44:07.845,Off
2016-03-15 09:44:15.565,Off
2016-03-15 09:44:16.806,Off
2016-03-15 09:44:20.554,Off
2016-03-15 09:44:24.775,Off
2016-03-15 09:44:28.764,Off
2016-03-15 09:44:32.629,Off
2016-03-15 09:44:37.612,Off
2016-03-15 09:44:40.619,Off
2016-03-15 09:44:44.705,Off
2016-03-15 09:44:48.444,Off
2016-03-15 09:44:52.433,Off
2016-03-15 09:44:57.039,Off
2016-03-15 09:45:00.904,Off
2016-03-15 09:45:04.768,Off
2016-03-15 09:45:08.758,Off
2016-03-15 09:45:12.747,Off
2016-03-15 09:45:16.862,Off
2016-03-15 09:45:20.852,Off
2016-03-15 09:45:23.842,Off
2016-03-15 09:45:28.208,Off
2016-03-15 09:45:32.823,Off
2016-03-15 09:45:36.812,Off
2016-03-15 09:45:40.440,Off
2016-03-15 09:45:44.677,Off
2016-03-15 09:45:52.012,Off
2016-03-15 09:45:52.502,Off
2016-03-15 09:45:55.992,Off
2016-03-15 09:46:00.606,Off
2016-03-15 09:46:04.096,Off
2016-03-15 09:46:08.461,Off
2016-03-15 09:46:12.826,Off
2016-03-15 09:46:16.191,Off
2016-03-15 09:46:24.286,Off
2016-03-15 09:46:24.775,Off
2016-03-15 09:46:29.005,Off
2016-03-15 09:46:33.861,Off
2016-03-15 09:46:36.600,Off
2016-03-15 09:46:40.955,Off
2016-03-15 09:46:44.071,Off
2016-03-15 09:46:48.059,Off
2016-03-15 09:46:51.924,Off
2016-03-15 09:46:57.163,Off
2016-03-15 09:47:06.249,Off
2016-03-15 09:47:06.739,Off
2016-03-15 09:47:08.479,Off
2016-03-15 09:47:12.334,Off
2016-03-15 09:47:16.325,Off
2016-03-15 09:47:20.688,Off
2016-03-15 09:47:24.795,Off
2016-03-15 09:47:28.033,Off
2016-03-15 09:47:34.753,Off
2016-03-15 09:47:36.118,Off
2016-03-15 09:47:40.482,Off
2016-03-15 09:47:44.223,Off
2016-03-15 09:47:48.337,Off
2016-03-15 09:47:52.578,Off
2016-03-15 09:47:56.067,Off
2016-03-15 09:48:00.807,Off
2016-03-15 09:48:04.047,Off
2016-03-15 09:48:08.412,Off
2016-03-15 09:48:12.776,Off
2016-03-15 09:48:15.892,Off
2016-03-15 09:48:20.757,Off
2016-03-15 09:48:24.247,Off
2016-03-15 09:48:28.236,Off
2016-03-15 09:48:32.226,Off
2016-03-15 09:48:36.841,Off
2016-03-15 09:48:40.581,Off
2016-03-15 09:48:44.571,Off
2016-03-15 09:48:48.561,Off
2016-03-15 09:48:52.676,Off
2016-03-15 09:48:56.781,Off
2016-03-15 09:49:00.770,Off
2016-03-15 09:49:04.644,Off
2016-03-15 09:49:08.615,Off
2016-03-15 09:49:12.731,Off
2016-03-15 09:49:16.710,Off
2016-03-15 09:49:20.699,Off
2016-03-15 09:49:24.315,Off
2016-03-15 09:49:28.930,Off
2016-03-15 09:49:32.670,Off
2016-03-15 09:49:36.409,Off
2016-03-15 09:49:40.274,Off
2016-03-15 09:49:44.389,Off
2016-03-15 09:49:55.252,Off
2016-03-15 09:49:57.224,Off
2016-03-15 09:49:57.714,Off
2016-03-15 09:50:01.085,Off
2016-03-15 09:50:04.818,Off
2016-03-15 09:50:08.433,Off
2016-03-15 09:50:12.673,Off
2016-03-15 09:50:17.404,Off
2016-03-15 09:50:19.893,Off
2016-03-15 09:50:24.508,Off
2016-03-15 09:50:32.352,Off
2016-03-15 09:50:33.218,Off
2016-03-15 09:50:36.584,Off
2016-03-15 09:50:40.687,Off
2016-03-15 09:50:44.293,Off
2016-03-15 09:50:48.911,Off
2016-03-15 09:51:11.846,Off
2016-03-15 09:51:20.570,Off
2016-03-15 09:51:21.187,Off
2016-03-15 09:51:24.552,Off
2016-03-15 09:51:26.292,Off
2016-03-15 09:51:26.781,Off
2016-03-15 09:51:29.022,Off
2016-03-15 09:51:30.136,Off
2016-03-15 09:51:45.961,Off
2016-03-15 09:51:46.326,Off
2016-03-15 09:51:48.693,Off
2016-03-15 09:51:49.433,Off
2016-03-15 09:51:49.798,Off
2016-03-15 09:51:50.042,Off
2016-03-15 09:52:01.625,Off
2016-03-15 09:52:09.095,Off
2016-03-15 09:52:13.700,Off
2016-03-15 09:52:17.054,Off
2016-03-15 09:52:17.295,Off
2016-03-15 09:52:17.535,Off
2016-03-15 09:52:17.775,Off
2016-03-15 09:52:18.015,Off
2016-03-15 09:52:18.505,Off
2016-03-15 09:52:20.745,Off
2016-03-15 09:52:23.984,Off
2016-03-15 09:52:28.339,Off
2016-03-15 09:52:32.445,Off
2016-03-15 09:52:36.309,Off
2016-03-15 09:52:40.174,Off
2016-03-15 09:52:44.413,Off
2016-03-15 09:52:48.529,Off
2016-03-15 09:52:52.268,Off
2016-03-15 09:52:56.765,Off
2016-03-15 09:53:00.739,Off
2016-03-15 09:53:04.478,Off
2016-03-15 09:53:08.842,Off
2016-03-15 09:53:12.082,Off
2016-03-15 09:53:15.947,Off
2016-03-15 09:53:20.313,Off
2016-03-15 09:53:24.802,Off
2016-03-15 09:53:28.533,Off
2016-03-15 09:53:32.637,Off
2016-03-15 09:53:36.503,Off
2016-03-15 09:53:40.117,Off
2016-03-15 09:53:44.356,Off
2016-03-15 09:53:47.846,Off
2016-03-15 09:53:52.587,Off
2016-03-15 09:53:56.075,Off
2016-03-15 09:54:00.556,Off
2016-03-15 09:54:04.796,Off
2016-03-15 09:54:08.161,Off
2016-03-15 09:54:13.151,Off
2016-03-15 09:54:16.015,Off
2016-03-15 09:54:20.130,Off
2016-03-15 09:54:24.870,Off
2016-03-15 09:54:28.235,Off
2016-03-15 09:54:32.975,Off
2016-03-15 09:54:36.090,Off
2016-03-15 09:54:40.207,Off
2016-03-15 09:54:44.195,Off
2016-03-15 09:54:48.309,Off
2016-03-15 09:54:52.799,Off
2016-03-15 09:54:56.664,Off
2016-03-15 09:55:00.654,Off
2016-03-15 09:55:04.270,Off
2016-03-15 09:55:08.012,Off
2016-03-15 09:55:12.126,Off
2016-03-15 09:55:16.759,Off
2016-03-15 09:55:23.086,Off
2016-03-15 09:55:24.077,Off
2016-03-15 09:55:28.441,Off
2016-03-15 09:55:32.055,Off
2016-03-15 09:55:37.046,Off
2016-03-15 09:55:40.036,Off
2016-03-15 09:55:45.025,Off
2016-03-15 09:55:48.016,Off
2016-03-15 09:55:52.635,Off
2016-03-15 09:55:57.736,Off
2016-03-15 09:55:59.853,Off
2016-03-15 09:56:04.215,Off
2016-03-15 09:56:08.829,Off
2016-03-15 09:56:12.570,Off
2016-03-15 09:56:16.329,Off
2016-03-15 09:56:20.165,Off
2016-03-15 09:56:24.654,Off
2016-03-15 09:56:31.624,Off
2016-03-15 09:56:32.615,Off
2016-03-15 09:56:36.607,Off
2016-03-15 09:56:40.593,Off
2016-03-15 09:56:44.699,Off
2016-03-15 09:56:48.313,Off
2016-03-15 09:56:52.303,Off
2016-03-15 09:56:56.168,Off
2016-03-15 09:57:00.408,Off
2016-03-15 09:57:04.397,Off
2016-03-15 09:57:08.637,Off
2016-03-15 09:57:12.377,Off
2016-03-15 09:57:17.867,Off
2016-03-15 09:57:19.982,Off
2016-03-15 09:57:24.222,Off
2016-03-15 09:57:28.714,Off
2016-03-15 09:57:32.079,Off
2016-03-15 09:57:35.944,Off
2016-03-15 09:57:41.549,Off
2016-03-15 09:57:44.663,Off
2016-03-15 09:57:48.528,Off
2016-03-15 09:57:52.769,Off
2016-03-15 09:57:56.508,Off
2016-03-15 09:58:05.227,Off
2016-03-15 09:58:05.593,Off
2016-03-15 09:58:08.208,Off
2016-03-15 09:58:12.447,Off
2016-03-15 09:58:16.187,Off
2016-03-15 09:58:20.802,Off
2016-03-15 09:58:24.667,Off
2016-03-15 09:58:28.408,Off
2016-03-15 09:58:32.397,Off
2016-03-15 09:58:36.262,Off
2016-03-15 09:58:40.628,Off
2016-03-15 09:58:44.742,Off
2016-03-15 09:58:48.606,Off
2016-03-15 09:58:52.972,Off
2016-03-15 09:58:56.712,Off
2016-03-15 09:59:00.201,Off
2016-03-15 09:59:05.066,Off
2016-03-15 09:59:08.306,Off
2016-03-15 09:59:12.412,Off
2016-03-15 09:59:16.776,Off
2016-03-15 09:59:21.025,Off
2016-03-15 09:59:24.996,Off
2016-03-15 09:59:29.360,Off
2016-03-15 09:59:32.100,Off
2016-03-15 09:59:36.715,Off
2016-03-15 09:59:40.455,Off
2016-03-15 09:59:43.945,Off
2016-03-15 09:59:47.934,Off
2016-03-15 09:59:52.424,Off
2016-03-15 09:59:57.039,Off
2016-03-15 10:00:03.026,Off
2016-03-15 10:00:03.892,Off
2016-03-15 10:00:08.513,Off
2016-03-15 10:00:12.485,Off
2016-03-15 10:00:15.976,Off
2016-03-15 10:00:19.841,Off
2016-03-15 10:00:25.206,Off
2016-03-15 10:00:28.070,Off
2016-03-15 10:00:32.691,Off
2016-03-15 10:00:36.914,Off
2016-03-15 10:00:40.405,Off
2016-03-15 10:00:44.520,Off
2016-03-15 10:00:48.634,Off
2016-03-15 10:00:51.999,Off
2016-03-15 10:00:56.614,Off
2016-03-15 10:01:00.605,Off
2016-03-15 10:01:05.594,Off
2016-03-15 10:01:08.473,Off
2016-03-15 10:01:11.949,Off
2016-03-15 10:01:16.179,Off
2016-03-15 10:01:20.294,Off
2016-03-15 10:01:24.533,Off
2016-03-15 10:01:28.523,Off
2016-03-15 10:01:32.138,Off
2016-03-15 10:01:36.378,Off
2016-03-15 10:01:40.243,Off
2016-03-15 10:01:43.857,Off
2016-03-15 10:01:48.222,Off
2016-03-15 10:01:52.972,Off
2016-03-15 10:01:56.569,Off
2016-03-15 10:02:02.537,Off
2016-03-15 10:02:04.549,Off
2016-03-15 10:02:08.131,Off
2016-03-15 10:02:12.010,Off
2016-03-15 10:02:16.486,Off
2016-03-15 10:02:20.476,Off
2016-03-15 10:02:24.716,Off
2016-03-15 10:02:28.581,Off
2016-03-15 10:02:31.821,Off
2016-03-15 10:02:35.935,Off
2016-03-15 10:02:39.800,Off
2016-03-15 10:02:45.291,Off
2016-03-15 10:02:48.905,Off
2016-03-15 10:02:52.770,Off
2016-03-15 10:02:56.672,Off
2016-03-15 10:03:00.255,Off
2016-03-15 10:03:04.256,Off
2016-03-15 10:03:08.849,Off
2016-03-15 10:03:12.089,Off
2016-03-15 10:03:16.079,Off
2016-03-15 10:03:19.944,Off
2016-03-15 10:03:24.559,Off
2016-03-15 10:03:28.299,Off
2016-03-15 10:03:31.922,Off
2016-03-15 10:03:35.903,Off
2016-03-15 10:03:40.144,Off
2016-03-15 10:03:44.007,Off
2016-03-15 10:03:48.113,Off
2016-03-15 10:03:52.979,Off
2016-03-15 10:03:56.592,Off
2016-03-15 10:04:04.438,Off
2016-03-15 10:04:04.553,Off
2016-03-15 10:04:08.667,Off
2016-03-15 10:04:12.032,Off
2016-03-15 10:04:16.013,Off
2016-03-15 10:04:20.252,Off
2016-03-15 10:04:24.242,Off
2016-03-15 10:04:29.856,Off
2016-03-15 10:04:32.233,Off
2016-03-15 10:04:36.961,Off
2016-03-15 10:04:40.701,Off
2016-03-15 10:04:44.181,Off
2016-03-15 10:04:48.046,Off
2016-03-15 10:04:51.911,Off
2016-03-15 10:04:56.775,Off
2016-03-15 10:05:00.765,Off
2016-03-15 10:05:04.005,Off
2016-03-15 10:05:10.126,Off
2016-03-15 10:05:16.850,Off
2016-03-15 10:05:17.715,Off
2016-03-15 10:05:20.580,Off
2016-03-15 10:05:24.319,Off
2016-03-15 10:05:28.309,Off
2016-03-15 10:05:32.054,Off
2016-03-15 10:05:36.405,Off
2016-03-15 10:05:40.518,Off
2016-03-15 10:05:44.509,Off
2016-03-15 10:05:48.374,Off
2016-03-15 10:05:52.127,Off
2016-03-15 10:06:00.824,Off
2016-03-15 10:06:00.938,Off
2016-03-15 10:06:04.680,Off
2016-03-15 10:06:08.184,Off
2016-03-15 10:06:12.399,Off
2016-03-15 10:06:16.763,Off
2016-03-15 10:06:21.000,Off
2016-03-15 10:06:24.232,Off
2016-03-15 10:06:28.597,Off
2016-03-15 10:06:32.087,Off
2016-03-15 10:06:36.702,Off
2016-03-15 10:06:40.817,Off
2016-03-15 10:06:44.307,Off
2016-03-15 10:06:48.537,Off
2016-03-15 10:06:52.277,Off
2016-03-15 10:06:56.382,Off
2016-03-15 10:07:00.499,Off
2016-03-15 10:07:04.726,Off
2016-03-15 10:07:08.091,Off
2016-03-15 10:07:12.446,Off
2016-03-15 10:07:16.561,Off
2016-03-15 10:07:20.676,Off
2016-03-15 10:07:24.804,Off
2016-03-15 10:07:27.895,Off
2016-03-15 10:07:32.763,Off
2016-03-15 10:07:36.375,Off
2016-03-15 10:07:40.365,Off
2016-03-15 10:07:43.970,Off
2016-03-15 10:07:48.085,Off
2016-03-15 10:07:52.324,Off
2016-03-15 10:07:56.930,Off
2016-03-15 10:08:00.296,Off
2016-03-15 10:08:04.284,Off
2016-03-15 10:08:08.399,Off
2016-03-15 10:08:12.264,Off
2016-03-15 10:08:16.129,Off
2016-03-15 10:08:20.744,Off
2016-03-15 10:08:24.234,Off
2016-03-15 10:08:27.849,Off
2016-03-15 10:08:31.839,Off
2016-03-15 10:08:36.703,Off
2016-03-15 10:08:39.943,Off
2016-03-15 10:08:44.309,Off
2016-03-15 10:08:48.799,Off
2016-03-15 10:08:51.788,Off
2016-03-15 10:08:56.403,Off
2016-03-15 10:09:00.768,Off
2016-03-15 10:09:04.012,Off
2016-03-15 10:09:08.613,Off
2016-03-15 10:09:11.853,On
2016-03-15 10:09:17.218,Off
2016-03-15 10:09:21.332,On
2016-03-15 10:09:24.322,Off
2016-03-15 10:09:28.687,Off
2016-03-15 10:09:32.196,On
2016-03-15 10:09:36.666,On
2016-03-15 10:09:41.032,Off
2016-03-15 10:09:44.646,On
2016-03-15 10:09:48.261,On
2016-03-15 10:09:52.627,On
2016-03-15 10:09:56.615,On
2016-03-15 10:09:59.971,On
2016-03-15 10:10:03.961,On
2016-03-15 10:10:08.345,On
2016-03-15 10:10:12.431,On
2016-03-15 10:10:16.170,On
2016-03-15 10:10:20.660,On
2016-03-15 10:10:24.775,On
2016-03-15 10:10:28.641,On
2016-03-15 10:10:32.634,Off
2016-03-15 10:10:36.375,Off
2016-03-15 10:10:40.350,On
2016-03-15 10:10:43.955,On
2016-03-15 10:10:48.194,On
2016-03-15 10:10:52.309,On
2016-03-15 10:10:56.548,On
2016-03-15 10:11:00.538,On
2016-03-15 10:11:04.403,On
2016-03-15 10:11:08.019,On
2016-03-15 10:11:13.009,On
2016-03-15 10:11:16.497,On
2016-03-15 10:11:21.103,On
2016-03-15 10:11:23.968,On
2016-03-15 10:11:28.957,On
2016-03-15 10:11:31.938,On
2016-03-15 10:11:36.177,On
2016-03-15 10:11:40.657,On
2016-03-15 10:11:44.513,On
2016-03-15 10:11:48.127,On
2016-03-15 10:11:54.243,On
2016-03-15 10:11:55.982,On
2016-03-15 10:12:00.097,On
2016-03-15 10:12:07.817,On
2016-03-15 10:12:08.682,On
2016-03-15 10:12:12.412,On
2016-03-15 10:12:16.026,On
2016-03-15 10:12:20.516,On
2016-03-15 10:12:24.381,On
2016-03-15 10:12:28.496,On
2016-03-15 10:12:32.361,On
2016-03-15 10:12:36.716,On
2016-03-15 10:12:40.946,On
2016-03-15 10:12:44.061,On
2016-03-15 10:12:48.175,On
2016-03-15 10:12:52.666,On
2016-03-15 10:12:56.780,On
2016-03-15 10:13:00.019,On
2016-03-15 10:13:04.500,On
2016-03-15 10:13:08.490,On
2016-03-15 10:13:15.479,On
2016-03-15 10:13:16.470,On
2016-03-15 10:13:19.959,On
2016-03-15 10:13:24.095,On
2016-03-15 10:13:28.689,On
2016-03-15 10:13:32.794,On
2016-03-15 10:13:36.158,On
2016-03-15 10:13:40.774,On
2016-03-15 10:13:44.764,On
2016-03-15 10:13:48.378,On
2016-03-15 10:13:52.368,On
2016-03-15 10:13:56.349,On
2016-03-15 10:14:00.588,On
2016-03-15 10:14:04.578,On
2016-03-15 10:14:08.442,On
2016-03-15 10:14:12.807,On
2016-03-15 10:14:16.422,On
2016-03-15 10:14:20.027,On
2016-03-15 10:14:24.017,On
2016-03-15 10:14:28.007,On
2016-03-15 10:14:32.372,On
2016-03-15 10:14:36.487,On
2016-03-15 10:14:40.476,On
2016-03-15 10:14:44.341,On
2016-03-15 10:14:48.206,On
2016-03-15 10:14:52.446,On
2016-03-15 10:14:56.061,On
2016-03-15 10:15:00.676,On
2016-03-15 10:15:03.916,On
2016-03-15 10:15:09.655,On
2016-03-15 10:15:12.271,On
2016-03-15 10:15:16.010,On
2016-03-15 10:15:20.751,On
2016-03-15 10:15:24.116,On
2016-03-15 10:15:28.000,On
2016-03-15 10:15:32.594,On
2016-03-15 10:15:36.075,On
2016-03-15 10:15:40.815,On
2016-03-15 10:15:44.679,On
2016-03-15 10:15:48.295,On
2016-03-15 10:15:51.784,On
2016-03-15 10:15:57.274,On
2016-03-15 10:16:00.654,On
2016-03-15 10:16:04.120,On
2016-03-15 10:16:08.233,On
2016-03-15 10:16:12.589,On
2016-03-15 10:16:16.578,On
2016-03-15 10:16:20.059,On
2016-03-15 10:16:24.549,On
2016-03-15 10:16:28.538,On
2016-03-15 10:16:33.035,On
2016-03-15 10:16:36.143,On
2016-03-15 10:16:40.508,On
2016-03-15 10:16:43.873,On
2016-03-15 10:16:48.613,On
2016-03-15 10:16:52.352,On
2016-03-15 10:16:57.092,On
2016-03-15 10:17:00.957,On
2016-03-15 10:17:04.447,On
2016-03-15 10:17:07.937,On
2016-03-15 10:17:12.802,On
2016-03-15 10:17:16.667,On
2016-03-15 10:17:20.532,On
2016-03-15 10:17:24.272,On
2016-03-15 10:17:28.511,On
2016-03-15 10:17:32.501,On
2016-03-15 10:17:36.617,On
2016-03-15 10:17:40.221,On
2016-03-15 10:17:45.087,On
2016-03-15 10:17:48.326,On
2016-03-15 10:17:52.816,On
2016-03-15 10:17:55.946,On
2016-03-15 10:17:59.911,On
2016-03-15 10:18:03.900,On
2016-03-15 10:18:08.515,On
2016-03-15 10:18:12.755,On
2016-03-15 10:18:19.865,On
2016-03-15 10:18:22.581,On
2016-03-15 10:18:24.320,On
2016-03-15 10:18:28.550,On
2016-03-15 10:18:32.040,On
2016-03-15 10:18:36.529,On
2016-03-15 10:18:40.394,On
2016-03-15 10:18:44.888,On
2016-03-15 10:18:48.502,On
2016-03-15 10:18:52.492,On
2016-03-15 10:18:56.597,On
2016-03-15 10:19:00.462,On
2016-03-15 10:19:04.577,On
2016-03-15 10:19:08.692,On
2016-03-15 10:19:12.807,On
2016-03-15 10:19:16.171,On
2016-03-15 10:19:20.535,On
2016-03-15 10:19:24.141,On
2016-03-15 10:19:28.256,On
2016-03-15 10:19:32.620,On
2016-03-15 10:19:36.361,On
2016-03-15 10:19:40.101,On
2016-03-15 10:19:44.215,On
2016-03-15 10:19:48.217,On
2016-03-15 10:19:52.070,On
2016-03-15 10:19:55.934,On
2016-03-15 10:20:00.300,On
2016-03-15 10:20:04.789,On
2016-03-15 10:20:13.634,On
2016-03-15 10:20:13.874,On
2016-03-15 10:20:16.865,On
2016-03-15 10:20:19.979,On
2016-03-15 10:20:24.594,On
2016-03-15 10:20:27.833,On
2016-03-15 10:20:32.949,On
2016-03-15 10:20:36.564,On
2016-03-15 10:20:40.181,On
2016-03-15 10:20:45.047,On
2016-03-15 10:20:48.536,On
2016-03-15 10:20:52.026,On
2016-03-15 10:20:56.516,On
2016-03-15 10:21:00.755,On
2016-03-15 10:21:04.996,On
2016-03-15 10:21:08.236,On
2016-03-15 10:21:12.475,On
2016-03-15 10:21:15.965,On
2016-03-15 10:21:20.331,On
2016-03-15 10:21:24.695,On
2016-03-15 10:21:32.808,On
2016-03-15 10:21:33.298,On
2016-03-15 10:21:36.287,On
2016-03-15 10:21:40.527,On
2016-03-15 10:21:44.017,On
2016-03-15 10:21:48.757,On
2016-03-15 10:21:52.247,On
2016-03-15 10:21:56.365,On
2016-03-15 10:22:00.596,On
2016-03-15 10:22:05.085,On
2016-03-15 10:22:07.950,On
2016-03-15 10:22:12.565,On
2016-03-15 10:22:16.430,On
2016-03-15 10:22:20.669,On
2016-03-15 10:22:25.284,On
2016-03-15 10:22:28.149,On
2016-03-15 10:22:32.900,On
2016-03-15 10:22:36.754,On
2016-03-15 10:22:40.254,On
2016-03-15 10:22:44.485,On
2016-03-15 10:22:48.204,On
2016-03-15 10:22:53.194,On
2016-03-15 10:22:56.558,On
2016-03-15 10:23:00.173,On
2016-03-15 10:23:04.679,On
2016-03-15 10:23:08.528,On
2016-03-15 10:23:12.768,On
2016-03-15 10:23:16.132,On
2016-03-15 10:23:20.623,On
2016-03-15 10:23:23.862,On
2016-03-15 10:23:28.352,On
2016-03-15 10:23:32.467,On
2016-03-15 10:23:36.456,On
2016-03-15 10:23:40.321,On
2016-03-15 10:23:44.312,On
2016-03-15 10:23:48.553,On
2016-03-15 10:23:52.281,On
2016-03-15 10:23:56.637,On
2016-03-15 10:24:00.866,On
2016-03-15 10:24:04.106,On
2016-03-15 10:24:08.721,On
2016-03-15 10:24:12.462,On
2016-03-15 10:24:15.941,On
2016-03-15 10:24:20.305,On
2016-03-15 10:24:24.795,On
2016-03-15 10:24:28.035,On
2016-03-15 10:24:32.400,On
2016-03-15 10:24:36.389,On
2016-03-15 10:24:41.129,On
2016-03-15 10:24:45.251,On
2016-03-15 10:24:48.121,On
2016-03-15 10:25:02.684,On
2016-03-15 10:25:03.299,On
2016-03-15 10:25:04.289,On
2016-03-15 10:25:04.404,On
2016-03-15 10:25:08.393,On
2016-03-15 10:25:17.363,On
2016-03-15 10:25:19.103,On
2016-03-15 10:25:20.594,On
2016-03-15 10:25:24.708,On
2016-03-15 10:25:32.812,On
2016-03-15 10:25:38.651,On
2016-03-15 10:25:44.381,On
2016-03-15 10:25:44.638,On
2016-03-15 10:25:45.361,On
2016-03-15 10:25:48.479,On
2016-03-15 10:25:52.340,On
2016-03-15 10:25:56.454,On
2016-03-15 10:26:00.819,On
2016-03-15 10:26:04.684,On
2016-03-15 10:26:08.924,On
2016-03-15 10:26:11.789,On
2016-03-15 10:26:16.153,On
2016-03-15 10:26:19.769,On
2016-03-15 10:26:24.508,On
2016-03-15 10:26:28.123,On
2016-03-15 10:26:32.614,On
2016-03-15 10:26:36.103,On
2016-03-15 10:26:40.218,On
2016-03-15 10:26:44.833,On
2016-03-15 10:26:48.947,On
2016-03-15 10:26:52.072,On
2016-03-15 10:26:56.562,On
2016-03-15 10:26:59.917,On
2016-03-15 10:27:04.657,On
2016-03-15 10:27:15.242,On
2016-03-15 10:27:15.857,On
2016-03-15 10:27:16.347,On
2016-03-15 10:27:20.345,On
2016-03-15 10:27:24.316,On
2016-03-15 10:27:28.434,On
2016-03-15 10:27:32.040,On
2016-03-15 10:27:36.280,On
2016-03-15 10:27:40.019,On
2016-03-15 10:27:44.758,On
2016-03-15 10:27:48.874,On
2016-03-15 10:27:52.114,On
2016-03-15 10:27:56.354,On
2016-03-15 10:28:00.844,On
2016-03-15 10:28:04.084,On
2016-03-15 10:28:07.949,On
2016-03-15 10:28:12.188,On
2016-03-15 10:28:16.794,On
2016-03-15 10:28:20.033,On
2016-03-15 10:28:24.523,On
2016-03-15 10:28:28.388,On
2016-03-15 10:28:32.378,On
2016-03-15 10:28:36.367,On
2016-03-15 10:28:40.232,On
2016-03-15 10:28:44.722,On
2016-03-15 10:28:47.962,On
2016-03-15 10:28:52.713,On
2016-03-15 10:28:56.192,On
2016-03-15 10:29:00.432,On
2016-03-15 10:29:05.047,On
2016-03-15 10:29:08.661,On
2016-03-15 10:29:12.526,On
2016-03-15 10:29:16.767,On
2016-03-15 10:29:20.756,On
2016-03-15 10:29:24.746,On
2016-03-15 10:29:27.861,On
2016-03-15 10:29:31.989,On
2016-03-15 10:29:36.216,On
2016-03-15 10:29:40.821,On
2016-03-15 10:29:44.822,On
2016-03-15 10:29:49.050,On
2016-03-15 10:29:52.421,On
2016-03-15 10:29:56.522,On
2016-03-15 10:30:00.013,On
2016-03-15 10:30:05.378,On
2016-03-15 10:30:08.367,On
2016-03-15 10:30:12.233,On
2016-03-15 10:30:16.098,On
2016-03-15 10:30:20.837,On
2016-03-15 10:30:24.077,On
2016-03-15 10:30:27.942,On
2016-03-15 10:30:32.431,On
2016-03-15 10:30:36.421,On
2016-03-15 10:30:40.805,On
2016-03-15 10:30:44.526,On
2016-03-15 10:30:48.266,On
2016-03-15 10:30:52.132,On
2016-03-15 10:30:56.496,On
2016-03-15 10:30:59.861,On
2016-03-15 10:31:04.726,On
2016-03-15 10:31:08.466,On
2016-03-15 10:31:12.705,On
2016-03-15 10:31:16.195,On
2016-03-15 10:31:20.435,On
2016-03-15 10:31:24.550,On
2016-03-15 10:31:28.665,On
2016-03-15 10:31:32.530,On
2016-03-15 10:31:36.895,On
2016-03-15 10:31:41.135,On
2016-03-15 10:31:44.249,On
2016-03-15 10:31:48.489,On
2016-03-15 10:31:52.860,On
2016-03-15 10:31:56.594,On
2016-03-15 10:32:00.833,On
2016-03-15 10:32:04.833,On
