AbsT,status
2016-03-15 10:32:08.689,On
2016-03-15 10:32:11.928,On
2016-03-15 10:32:16.793,On
2016-03-15 10:32:20.658,On
2016-03-15 10:32:24.023,On
2016-03-15 10:32:28.147,On
2016-03-15 10:32:31.869,On
2016-03-15 10:32:36.484,On
2016-03-15 10:32:40.472,On
2016-03-15 10:32:44.337,On
2016-03-15 10:32:47.953,On
2016-03-15 10:32:52.712,On
2016-03-15 10:32:56.560,On
2016-03-15 10:33:00.424,On
2016-03-15 10:33:04.665,On
2016-03-15 10:33:07.904,On
2016-03-15 10:33:12.144,On
2016-03-15 10:33:16.135,On
2016-03-15 10:33:20.266,On
2016-03-15 10:33:24.364,On
2016-03-15 10:33:28.104,On
2016-03-15 10:33:32.969,On
2016-03-15 10:33:36.208,On
2016-03-15 10:33:40.438,On
2016-03-15 10:33:44.543,On
2016-03-15 10:33:48.783,On
2016-03-15 10:33:52.542,On
2016-03-15 10:33:56.513,On
2016-03-15 10:34:00.503,On
2016-03-15 10:34:04.492,On
2016-03-15 10:34:08.608,On
2016-03-15 10:34:11.847,On
2016-03-15 10:34:16.462,On
2016-03-15 10:34:20.077,On
2016-03-15 10:34:24.067,On
2016-03-15 10:34:28.808,On
2016-03-15 10:34:33.046,On
2016-03-15 10:34:36.161,On
2016-03-15 10:34:40.526,On
2016-03-15 10:34:44.391,On
2016-03-15 10:34:48.256,On
2016-03-15 10:34:51.871,On
2016-03-15 10:34:56.861,On
2016-03-15 10:35:00.101,On
2016-03-15 10:35:04.216,On
2016-03-15 10:35:08.081,On
2016-03-15 10:35:12.195,On
2016-03-15 10:35:16.700,On
2016-03-15 10:35:20.924,On
2016-03-15 10:35:24.040,On
2016-03-15 10:35:28.905,On
2016-03-15 10:35:31.895,On
2016-03-15 10:35:37.137,On
2016-03-15 10:35:40.253,On
2016-03-15 10:35:45.368,Off
2016-03-15 10:35:48.982,Off
2016-03-15 10:35:52.837,Off
2016-03-15 10:35:56.452,On
2016-03-15 10:36:00.191,On
2016-03-15 10:36:04.056,Off
2016-03-15 10:36:08.046,On
2016-03-15 10:36:12.536,On
2016-03-15 10:36:16.651,Off
2016-03-15 10:36:20.515,On
2016-03-15 10:36:24.256,Off
2016-03-15 10:36:27.870,Off
2016-03-15 10:36:32.486,Off
2016-03-15 10:36:36.476,Off
2016-03-15 10:36:40.465,Off
2016-03-15 10:36:45.080,Off
2016-03-15 10:36:48.325,Off
2016-03-15 10:36:52.190,On
2016-03-15 10:36:56.550,Off
2016-03-15 10:37:01.280,Off
2016-03-15 10:37:04.144,Off
2016-03-15 10:37:08.009,Off
2016-03-15 10:37:11.999,Off
2016-03-15 10:37:16.739,Off
2016-03-15 10:37:20.729,Off
2016-03-15 10:37:24.594,Off
2016-03-15 10:37:28.209,Off
2016-03-15 10:37:32.074,Off
2016-03-15 10:37:36.189,Off
2016-03-15 10:37:40.178,Off
2016-03-15 10:37:44.671,Off
2016-03-15 10:37:48.173,Off
2016-03-15 10:37:52.266,Off
2016-03-15 10:37:56.880,Off
2016-03-15 10:38:00.370,Off
2016-03-15 10:38:04.860,Off
2016-03-15 10:38:08.475,Off
2016-03-15 10:38:12.340,Off
2016-03-15 10:38:16.830,Off
2016-03-15 10:38:20.570,Off
2016-03-15 10:38:24.810,Off
2016-03-15 10:38:28.800,Off
2016-03-15 10:38:32.289,Off
2016-03-15 10:38:36.417,Off
2016-03-15 10:38:41.019,Off
2016-03-15 10:38:44.634,Off
2016-03-15 10:38:49.499,Off
2016-03-15 10:38:52.364,Off
2016-03-15 10:38:55.979,Off
2016-03-15 10:39:00.093,Off
2016-03-15 10:39:04.711,Off
2016-03-15 10:39:07.951,Off
2016-03-15 10:39:12.327,Off
2016-03-15 10:39:15.806,Off
2016-03-15 10:39:20.671,Off
2016-03-15 10:39:24.161,Off
2016-03-15 10:39:27.900,Off
2016-03-15 10:39:31.891,Off
2016-03-15 10:39:36.381,Off
2016-03-15 10:39:40.630,Off
2016-03-15 10:39:44.735,Off
2016-03-15 10:39:47.849,Off
2016-03-15 10:39:52.215,Off
2016-03-15 10:39:56.329,Off
2016-03-15 10:40:01.184,Off
2016-03-15 10:40:04.069,Off
2016-03-15 10:40:08.664,Off
2016-03-15 10:40:12.279,Off
2016-03-15 10:40:16.769,Off
2016-03-15 10:40:20.133,Off
2016-03-15 10:40:24.248,Off
2016-03-15 10:40:28.738,Off
2016-03-15 10:40:33.488,Off
2016-03-15 10:40:42.803,Off
2016-03-15 10:40:43.168,Off
2016-03-15 10:40:44.408,Off
2016-03-15 10:40:48.397,Off
2016-03-15 10:40:52.638,Off
2016-03-15 10:40:56.877,Off
2016-03-15 10:41:00.993,Off
2016-03-15 10:41:05.232,Off
2016-03-15 10:41:07.847,Off
2016-03-15 10:41:12.337,Off
2016-03-15 10:41:16.702,Off
2016-03-15 10:41:20.067,Off
2016-03-15 10:41:23.807,Off
2016-03-15 10:41:27.797,Off
2016-03-15 10:41:32.411,Off
2016-03-15 10:41:36.535,Off
2016-03-15 10:41:40.632,Off
2016-03-15 10:41:44.746,Off
2016-03-15 10:41:47.986,Off
2016-03-15 10:41:52.351,Off
2016-03-15 10:41:56.091,Off
2016-03-15 10:42:00.081,Off
2016-03-15 10:42:04.696,Off
2016-03-15 10:42:08.176,Off
2016-03-15 10:42:12.165,Off
2016-03-15 10:42:16.406,Off
2016-03-15 10:42:20.145,Off
2016-03-15 10:42:24.135,Off
2016-03-15 10:42:28.625,Off
2016-03-15 10:42:32.614,Off
2016-03-15 10:42:35.854,Off
2016-03-15 10:42:40.095,Off
2016-03-15 10:42:44.209,Off
2016-03-15 10:42:48.450,Off
2016-03-15 10:42:52.689,Off
2016-03-15 10:42:56.304,Off
2016-03-15 10:43:00.314,Off
2016-03-15 10:43:04.149,Off
2016-03-15 10:43:08.014,Off
2016-03-15 10:43:12.650,Off
2016-03-15 10:43:16.996,Off
2016-03-15 10:43:21.486,Off
2016-03-15 10:43:24.851,Off
2016-03-15 10:43:27.841,Off
2016-03-15 10:43:32.331,Off
2016-03-15 10:43:35.956,Off
2016-03-15 10:43:40.060,Off
2016-03-15 10:43:43.790,Off
2016-03-15 10:43:48.155,Off
2016-03-15 10:43:52.520,Off
2016-03-15 10:43:57.000,Off
2016-03-15 10:44:00.740,Off
2016-03-15 10:44:04.604,Off
2016-03-15 10:44:08.835,Off
2016-03-15 10:44:12.074,Off
2016-03-15 10:44:16.564,Off
2016-03-15 10:44:20.179,Off
2016-03-15 10:44:24.294,Off
2016-03-15 10:44:28.774,Off
2016-03-15 10:44:32.763,Off
2016-03-15 10:44:36.868,Off
2016-03-15 10:44:40.234,Off
2016-03-15 10:44:44.848,Off
2016-03-15 10:44:47.963,Off
2016-03-15 10:44:52.203,Off
2016-03-15 10:44:57.068,Off
2016-03-15 10:45:03.288,Off
2016-03-15 10:45:04.279,Off
2016-03-15 10:45:08.018,Off
2016-03-15 10:45:12.633,Off
2016-03-15 10:45:16.363,Off
2016-03-15 10:45:19.977,Off
2016-03-15 10:45:24.716,Off
2016-03-15 10:45:28.829,Off
2016-03-15 10:45:32.686,Off
2016-03-15 10:45:35.926,Off
2016-03-15 10:45:40.667,Off
2016-03-15 10:45:44.281,Off
2016-03-15 10:45:48.646,Off
2016-03-15 10:45:52.136,Off
2016-03-15 10:45:56.750,Off
2016-03-15 10:46:00.740,Off
2016-03-15 10:46:04.605,Off
2016-03-15 10:46:08.345,Off
2016-03-15 10:46:12.835,Off
2016-03-15 10:46:17.075,Off
2016-03-15 10:46:20.680,Off
2016-03-15 10:46:23.900,Off
2016-03-15 10:46:28.264,Off
2016-03-15 10:46:32.754,Off
2016-03-15 10:46:36.244,Off
2016-03-15 10:46:39.984,Off
2016-03-15 10:46:44.349,Off
2016-03-15 10:46:48.579,Off
2016-03-15 10:46:52.069,Off
2016-03-15 10:46:56.684,Off
2016-03-15 10:47:00.674,Off
2016-03-15 10:47:03.913,Off
2016-03-15 10:47:08.278,Off
2016-03-15 10:47:12.383,Off
2016-03-15 10:47:16.373,Off
2016-03-15 10:47:20.613,Off
2016-03-15 10:47:24.478,Off
2016-03-15 10:47:28.092,Off
2016-03-15 10:47:32.457,Off
2016-03-15 10:47:37.198,Off
2016-03-15 10:47:40.061,Off
2016-03-15 10:47:44.426,Off
2016-03-15 10:47:48.532,Off
2016-03-15 10:47:52.637,Off
2016-03-15 10:47:56.752,Off
2016-03-15 10:48:00.741,Off
2016-03-15 10:48:04.238,Off
2016-03-15 10:48:08.452,Off
2016-03-15 10:48:12.806,Off
2016-03-15 10:48:16.045,Off
2016-03-15 10:48:20.410,Off
2016-03-15 10:48:24.015,Off
2016-03-15 10:48:28.404,Off
2016-03-15 10:48:32.632,Off
2016-03-15 10:48:35.984,Off
2016-03-15 10:48:40.609,Off
2016-03-15 10:48:44.591,Off
2016-03-15 10:48:48.205,Off
2016-03-15 10:48:52.195,Off
2016-03-15 10:48:56.183,Off
2016-03-15 10:49:00.289,Off
2016-03-15 10:49:05.163,Off
2016-03-15 10:49:08.644,Off
2016-03-15 10:49:12.527,Off
2016-03-15 10:49:16.728,Off
2016-03-15 10:49:20.593,Off
2016-03-15 10:49:24.083,Off
2016-03-15 10:49:28.198,Off
2016-03-15 10:49:32.188,Off
2016-03-15 10:49:36.169,Off
2016-03-15 10:49:40.283,Off
2016-03-15 10:49:44.147,Off
2016-03-15 10:49:48.388,Off
2016-03-15 10:49:52.127,Off
2016-03-15 10:49:55.992,Off
2016-03-15 10:50:00.233,Off
2016-03-15 10:50:04.597,Off
2016-03-15 10:50:08.712,Off
2016-03-15 10:50:12.452,Off
2016-03-15 10:50:16.191,Off
2016-03-15 10:50:20.297,Off
2016-03-15 10:50:24.536,Off
2016-03-15 10:50:27.901,Off
2016-03-15 10:50:32.391,Off
2016-03-15 10:50:35.756,Off
2016-03-15 10:50:40.620,Off
2016-03-15 10:50:44.611,Off
2016-03-15 10:50:47.976,Off
2016-03-15 10:50:52.716,Off
2016-03-15 10:50:55.834,Off
2016-03-15 10:51:02.198,Off
2016-03-15 10:51:04.438,Off
2016-03-15 10:51:08.178,Off
2016-03-15 10:51:13.043,Off
2016-03-15 10:51:17.033,Off
2016-03-15 10:51:19.898,Off
2016-03-15 10:51:25.138,Off
2016-03-15 10:51:28.501,Off
2016-03-15 10:51:32.348,Off
2016-03-15 10:51:36.087,Off
2016-03-15 10:51:40.327,Off
2016-03-15 10:51:44.692,Off
2016-03-15 10:51:48.307,Off
2016-03-15 10:51:52.421,Off
2016-03-15 10:51:56.037,Off
2016-03-15 10:52:00.026,Off
2016-03-15 10:52:04.641,Off
2016-03-15 10:52:08.506,Off
2016-03-15 10:52:12.246,Off
2016-03-15 10:52:17.360,Off
2016-03-15 10:52:20.100,Off
2016-03-15 10:52:24.831,Off
2016-03-15 10:52:28.935,Off
2016-03-15 10:52:32.551,Off
2016-03-15 10:52:36.539,Off
2016-03-15 10:52:40.404,Off
2016-03-15 10:52:44.895,Off
2016-03-15 10:52:48.635,Off
2016-03-15 10:52:51.998,Off
2016-03-15 10:52:56.355,Off
2016-03-15 10:53:00.094,Off
2016-03-15 10:53:04.334,Off
2016-03-15 10:53:08.324,Off
2016-03-15 10:53:12.820,Off
2016-03-15 10:53:16.053,Off
2016-03-15 10:53:20.533,Off
2016-03-15 10:53:24.149,Off
2016-03-15 10:53:28.504,Off
2016-03-15 10:53:32.243,Off
2016-03-15 10:53:37.338,Off
2016-03-15 10:53:40.203,Off
2016-03-15 10:53:44.693,Off
2016-03-15 10:53:48.182,Off
2016-03-15 10:53:52.297,Off
2016-03-15 10:53:56.028,Off
2016-03-15 10:54:00.018,Off
2016-03-15 10:54:04.756,Off
2016-03-15 10:54:08.373,Off
2016-03-15 10:54:12.362,Off
2016-03-15 10:54:16.602,Off
2016-03-15 10:54:20.590,Off
2016-03-15 10:54:23.826,Off
2016-03-15 10:54:29.061,Off
2016-03-15 10:54:31.927,Off
2016-03-15 10:54:36.541,Off
2016-03-15 10:54:40.656,Off
2016-03-15 10:54:44.146,Off
2016-03-15 10:54:48.760,Off
2016-03-15 10:54:52.491,Off
2016-03-15 10:54:56.480,Off
2016-03-15 10:55:00.845,Off
2016-03-15 10:55:04.219,Off
2016-03-15 10:55:08.579,Off
2016-03-15 10:55:12.065,Off
2016-03-15 10:55:16.304,Off
2016-03-15 10:55:20.045,Off
2016-03-15 10:55:24.034,Off
2016-03-15 10:55:28.649,Off
2016-03-15 10:55:32.640,Off
2016-03-15 10:55:36.634,Off
2016-03-15 10:55:39.988,Off
2016-03-15 10:55:43.849,Off
2016-03-15 10:55:48.593,Off
2016-03-15 10:55:52.079,Off
2016-03-15 10:55:56.444,Off
2016-03-15 10:55:59.808,Off
2016-03-15 10:56:03.923,Off
2016-03-15 10:56:07.939,Off
2016-03-15 10:56:11.778,Off
2016-03-15 10:56:16.772,Off
2016-03-15 10:56:20.883,Off
2016-03-15 10:56:24.363,Off
2016-03-15 10:56:27.852,Off
2016-03-15 10:56:31.967,Off
2016-03-15 10:56:36.322,Off
2016-03-15 10:56:40.688,Off
2016-03-15 10:56:44.292,Off
2016-03-15 10:56:49.032,Off
2016-03-15 10:56:51.896,Off
2016-03-15 10:56:56.136,Off
2016-03-15 10:57:00.626,Off
2016-03-15 10:57:04.241,Off
2016-03-15 10:57:07.859,Off
2016-03-15 10:57:12.471,Off
2016-03-15 10:57:16.710,Off
2016-03-15 10:57:20.208,Off
2016-03-15 10:57:23.948,Off
2016-03-15 10:57:28.562,Off
2016-03-15 10:57:31.918,Off
2016-03-15 10:57:36.283,Off
2016-03-15 10:57:40.272,Off
2016-03-15 10:57:44.367,Off
2016-03-15 10:57:47.857,Off
2016-03-15 10:57:52.221,Off
2016-03-15 10:57:56.461,Off
2016-03-15 10:58:00.826,Off
2016-03-15 10:58:04.191,Off
2016-03-15 10:58:08.306,Off
2016-03-15 10:58:11.921,Off
2016-03-15 10:58:16.661,Off
2016-03-15 10:58:20.276,Off
2016-03-15 10:58:24.391,Off
2016-03-15 10:58:29.381,Off
2016-03-15 10:58:32.370,Off
2016-03-15 10:58:36.361,Off
2016-03-15 10:58:40.851,Off
2016-03-15 10:58:45.465,Off
2016-03-15 10:58:48.330,Off
2016-03-15 10:58:52.445,Off
2016-03-15 10:58:55.925,Off
2016-03-15 10:58:59.790,Off
2016-03-15 10:59:04.030,Off
2016-03-15 10:59:08.510,Off
2016-03-15 10:59:11.874,Off
2016-03-15 10:59:16.739,Off
2016-03-15 10:59:20.603,Off
2016-03-15 10:59:24.584,Off
2016-03-15 10:59:29.698,Off
2016-03-15 10:59:32.313,Off
2016-03-15 10:59:36.678,Off
2016-03-15 10:59:40.293,Off
2016-03-15 10:59:44.283,Off
2016-03-15 10:59:48.147,Off
2016-03-15 10:59:52.516,Off
2016-03-15 10:59:56.628,Off
2016-03-15 11:00:00.742,Off
2016-03-15 11:00:05.848,Off
2016-03-15 11:00:08.712,Off
2016-03-15 11:00:12.077,Off
2016-03-15 11:00:16.941,Off
2016-03-15 11:00:20.187,Off
2016-03-15 11:00:23.797,Off
2016-03-15 11:00:28.287,Off
2016-03-15 11:00:31.902,Off
2016-03-15 11:00:36.516,Off
2016-03-15 11:00:39.882,Off
2016-03-15 11:00:44.495,Off
2016-03-15 11:00:48.976,Off
2016-03-15 11:00:51.966,Off
2016-03-15 11:00:55.956,Off
2016-03-15 11:01:00.575,Off
2016-03-15 11:01:04.935,Off
2016-03-15 11:01:08.425,Off
2016-03-15 11:01:12.665,Off
2016-03-15 11:01:16.280,Off
2016-03-15 11:01:19.895,Off
2016-03-15 11:01:24.140,Off
2016-03-15 11:01:27.874,Off
2016-03-15 11:01:32.740,Off
2016-03-15 11:01:36.354,Off
2016-03-15 11:01:40.344,Off
2016-03-15 11:01:43.833,Off
2016-03-15 11:01:48.199,Off
2016-03-15 11:01:52.439,Off
2016-03-15 11:01:56.054,Off
2016-03-15 11:02:00.284,Off
2016-03-15 11:02:04.774,Off
2016-03-15 11:02:08.013,Off
2016-03-15 11:02:12.628,Off
2016-03-15 11:02:16.618,Off
2016-03-15 11:02:20.358,Off
2016-03-15 11:02:23.973,Off
2016-03-15 11:02:28.837,Off
2016-03-15 11:02:32.328,Off
2016-03-15 11:02:36.943,Off
2016-03-15 11:02:40.933,Off
2016-03-15 11:02:44.788,Off
2016-03-15 11:02:47.903,Off
2016-03-15 11:02:52.393,Off
2016-03-15 11:02:56.514,Off
2016-03-15 11:03:00.122,Off
2016-03-15 11:03:04.862,Off
2016-03-15 11:03:08.851,Off
2016-03-15 11:03:11.966,Off
2016-03-15 11:03:16.822,Off
2016-03-15 11:03:20.183,Off
2016-03-15 11:03:24.794,Off
2016-03-15 11:03:28.284,Off
2016-03-15 11:03:32.398,Off
2016-03-15 11:03:36.263,Off
2016-03-15 11:03:39.879,Off
2016-03-15 11:03:44.618,Off
2016-03-15 11:04:24.513,Off
2016-03-15 11:04:27.997,Off
2016-03-15 11:04:32.101,Off
2016-03-15 11:04:36.581,Off
2016-03-15 11:04:40.321,Off
2016-03-15 11:04:44.311,Off
2016-03-15 11:04:48.554,Off
2016-03-15 11:04:52.284,Off
2016-03-15 11:04:56.524,Off
2016-03-15 11:05:00.263,Off
2016-03-15 11:05:04.753,Off
2016-03-15 11:05:08.243,Off
2016-03-15 11:05:12.973,Off
2016-03-15 11:05:16.078,Off
2016-03-15 11:05:20.193,Off
2016-03-15 11:05:24.560,Off
2016-03-15 11:05:27.930,Off
2016-03-15 11:05:31.911,Off
2016-03-15 11:05:35.776,Off
2016-03-15 11:05:40.392,Off
2016-03-15 11:05:44.509,Off
2016-03-15 11:05:48.497,Off
2016-03-15 11:05:52.486,Off
2016-03-15 11:05:56.601,Off
2016-03-15 11:06:01.716,Off
2016-03-15 11:06:04.571,Off
2016-03-15 11:06:07.811,Off
2016-03-15 11:06:12.800,Off
2016-03-15 11:06:16.665,Off
2016-03-15 11:06:20.156,Off
2016-03-15 11:06:24.646,Off
2016-03-15 11:06:28.885,Off
2016-03-15 11:06:32.000,Off
2016-03-15 11:06:36.741,Off
2016-03-15 11:06:39.980,Off
2016-03-15 11:06:44.470,Off
2016-03-15 11:06:48.210,Off
2016-03-15 11:06:52.324,Off
2016-03-15 11:06:56.065,Off
2016-03-15 11:07:00.804,Off
2016-03-15 11:07:04.044,Off
2016-03-15 11:07:08.784,Off
2016-03-15 11:07:12.649,Off
2016-03-15 11:07:16.254,Off
2016-03-15 11:07:20.244,Off
2016-03-15 11:07:24.234,Off
2016-03-15 11:07:28.849,Off
2016-03-15 11:07:32.838,Off
2016-03-15 11:07:36.078,Off
2016-03-15 11:07:40.321,Off
2016-03-15 11:07:44.801,Off
2016-03-15 11:07:48.030,Off
2016-03-15 11:07:52.893,Off
2016-03-15 11:07:56.382,Off
2016-03-15 11:08:01.122,Off
2016-03-15 11:08:05.238,Off
2016-03-15 11:08:08.478,Off
2016-03-15 11:08:12.467,Off
2016-03-15 11:08:16.708,Off
2016-03-15 11:08:21.072,Off
2016-03-15 11:08:24.075,Off
2016-03-15 11:08:28.177,Off
2016-03-15 11:08:32.657,Off
2016-03-15 11:08:36.522,Off
2016-03-15 11:08:40.387,Off
2016-03-15 11:08:44.876,Off
2016-03-15 11:08:47.991,Off
2016-03-15 11:08:52.606,Off
2016-03-15 11:08:56.711,Off
2016-03-15 11:09:00.441,Off
2016-03-15 11:09:04.560,Off
2016-03-15 11:09:08.674,Off
2016-03-15 11:09:12.290,Off
2016-03-15 11:09:16.269,Off
2016-03-15 11:09:20.509,Off
2016-03-15 11:09:23.873,Off
2016-03-15 11:09:29.113,Off
2016-03-15 11:09:31.728,Off
2016-03-15 11:09:36.843,Off
2016-03-15 11:09:40.959,Off
2016-03-15 11:09:44.827,Off
2016-03-15 11:09:48.317,Off
2016-03-15 11:09:52.557,Off
2016-03-15 11:09:56.924,Off
2016-03-15 11:10:00.037,Off
2016-03-15 11:10:05.026,Off
2016-03-15 11:10:08.767,Off
2016-03-15 11:10:13.121,Off
2016-03-15 11:10:16.235,Off
2016-03-15 11:10:19.976,Off
2016-03-15 11:10:24.715,Off
2016-03-15 11:10:28.080,Off
2016-03-15 11:10:32.312,Off
2016-03-15 11:10:36.800,Off
2016-03-15 11:10:40.915,Off
2016-03-15 11:10:44.780,Off
2016-03-15 11:10:48.645,Off
2016-03-15 11:10:52.384,Off
2016-03-15 11:10:57.740,Off
2016-03-15 11:11:00.479,Off
2016-03-15 11:11:04.220,Off
2016-03-15 11:11:08.084,Off
2016-03-15 11:11:12.325,Off
2016-03-15 11:11:16.315,Off
2016-03-15 11:11:20.804,Off
2016-03-15 11:11:24.784,Off
2016-03-15 11:11:27.899,Off
2016-03-15 11:11:32.014,Off
2016-03-15 11:11:36.368,Off
2016-03-15 11:11:40.486,Off
2016-03-15 11:11:44.351,Off
2016-03-15 11:11:48.341,Off
2016-03-15 11:11:52.581,Off
2016-03-15 11:11:56.446,Off
2016-03-15 11:12:00.926,Off
2016-03-15 11:12:03.916,Off
2016-03-15 11:12:08.781,Off
2016-03-15 11:12:12.770,Off
2016-03-15 11:12:17.010,Off
2016-03-15 11:12:20.125,Off
2016-03-15 11:12:24.615,Off
2016-03-15 11:12:27.979,Off
2016-03-15 11:12:31.969,Off
2016-03-15 11:12:36.835,Off
2016-03-15 11:12:40.699,Off
2016-03-15 11:12:44.440,Off
2016-03-15 11:12:48.430,Off
2016-03-15 11:12:52.294,Off
2016-03-15 11:12:55.909,Off
2016-03-15 11:13:00.514,Off
2016-03-15 11:13:04.754,Off
2016-03-15 11:13:08.744,Off
2016-03-15 11:13:12.108,Off
2016-03-15 11:13:16.598,Off
2016-03-15 11:13:20.078,Off
2016-03-15 11:13:23.818,Off
2016-03-15 11:13:28.682,Off
2016-03-15 11:13:32.547,Off
2016-03-15 11:13:36.287,Off
2016-03-15 11:13:40.152,Off
2016-03-15 11:13:44.767,Off
2016-03-15 11:13:48.007,Off
2016-03-15 11:13:52.622,Off
2016-03-15 11:13:56.236,Off
2016-03-15 11:14:00.602,Off
2016-03-15 11:14:04.342,Off
2016-03-15 11:14:08.206,Off
2016-03-15 11:14:12.446,Off
2016-03-15 11:14:16.061,Off
2016-03-15 11:14:19.925,Off
2016-03-15 11:14:24.531,Off
2016-03-15 11:14:28.521,Off
2016-03-15 11:14:32.760,Off
2016-03-15 11:14:36.615,Off
2016-03-15 11:14:40.480,Off
2016-03-15 11:14:44.595,Off
2016-03-15 11:14:47.959,Off
2016-03-15 11:14:52.075,Off
2016-03-15 11:14:55.939,Off
2016-03-15 11:15:01.059,Off
2016-03-15 11:15:04.418,Off
2016-03-15 11:15:07.784,Off
2016-03-15 11:15:12.773,Off
2016-03-15 11:15:15.890,Off
2016-03-15 11:15:20.129,Off
2016-03-15 11:15:24.244,Off
2016-03-15 11:15:28.734,Off
2016-03-15 11:15:32.974,Off
2016-03-15 11:15:37.194,Off
2016-03-15 11:15:39.933,Off
2016-03-15 11:15:44.539,Off
2016-03-15 11:15:48.794,Off
2016-03-15 11:15:52.018,Off
2016-03-15 11:15:56.386,Off
2016-03-15 11:16:00.251,Off
2016-03-15 11:16:03.740,Off
2016-03-15 11:16:08.356,Off
2016-03-15 11:16:12.095,Off
2016-03-15 11:16:16.085,Off
2016-03-15 11:16:20.326,Off
2016-03-15 11:16:24.815,Off
2016-03-15 11:16:28.431,Off
2016-03-15 11:16:31.920,Off
2016-03-15 11:16:36.660,Off
2016-03-15 11:16:40.400,Off
2016-03-15 11:16:44.505,Off
2016-03-15 11:16:47.995,Off
2016-03-15 11:16:52.235,Off
2016-03-15 11:16:56.350,Off
2016-03-15 11:16:59.839,Off
2016-03-15 11:17:03.954,Off
2016-03-15 11:17:07.952,Off
2016-03-15 11:17:12.434,Off
2016-03-15 11:17:16.424,Off
2016-03-15 11:17:20.543,Off
2016-03-15 11:17:25.019,Off
2016-03-15 11:17:28.133,Off
2016-03-15 11:17:32.499,Off
2016-03-15 11:17:36.113,Off
2016-03-15 11:17:39.995,Off
2016-03-15 11:17:44.718,Off
2016-03-15 11:17:47.957,Off
2016-03-15 11:17:52.090,Off
2016-03-15 11:17:55.937,Off
2016-03-15 11:18:00.428,Off
2016-03-15 11:18:03.907,Off
2016-03-15 11:18:08.272,Off
2016-03-15 11:18:12.644,Off
2016-03-15 11:18:17.357,Off
2016-03-15 11:18:19.722,Off
2016-03-15 11:18:24.711,Off
2016-03-15 11:18:28.827,Off
2016-03-15 11:18:31.941,Off
2016-03-15 11:18:36.306,Off
2016-03-15 11:18:40.671,Off
2016-03-15 11:18:44.411,Off
2016-03-15 11:18:48.151,Off
2016-03-15 11:18:53.266,Off
2016-03-15 11:18:56.881,Off
2016-03-15 11:18:59.870,Off
2016-03-15 11:19:04.466,Off
2016-03-15 11:19:08.705,Off
2016-03-15 11:19:13.059,Off
2016-03-15 11:19:16.049,Off
2016-03-15 11:19:20.538,Off
2016-03-15 11:19:24.645,Off
2016-03-15 11:19:29.759,Off
2016-03-15 11:19:32.624,Off
2016-03-15 11:19:37.239,Off
2016-03-15 11:19:40.594,Off
2016-03-15 11:19:44.209,Off
2016-03-15 11:19:48.073,Off
2016-03-15 11:19:52.306,Off
2016-03-15 11:19:56.299,Off
2016-03-15 11:20:00.289,Off
2016-03-15 11:20:04.779,Off
2016-03-15 11:20:08.259,Off
2016-03-15 11:20:12.249,Off
2016-03-15 11:20:16.489,Off
2016-03-15 11:20:20.854,Off
2016-03-15 11:20:24.597,Off
2016-03-15 11:20:28.564,Off
2016-03-15 11:20:32.053,Off
2016-03-15 11:20:36.418,Off
2016-03-15 11:20:40.429,Off
2016-03-15 11:20:44.661,Off
2016-03-15 11:20:49.243,Off
2016-03-15 11:20:52.608,Off
2016-03-15 11:20:55.848,Off
2016-03-15 11:21:00.713,Off
2016-03-15 11:21:04.703,Off
2016-03-15 11:21:08.433,Off
2016-03-15 11:21:12.923,Off
2016-03-15 11:21:16.912,Off
2016-03-15 11:21:20.527,Off
2016-03-15 11:21:24.767,Off
2016-03-15 11:21:28.872,Off
2016-03-15 11:21:32.737,Off
2016-03-15 11:21:35.852,Off
2016-03-15 11:21:39.842,Off
2016-03-15 11:21:44.447,Off
2016-03-15 11:21:48.311,Off
2016-03-15 11:21:52.426,Off
2016-03-15 11:21:56.542,Off
2016-03-15 11:22:00.906,Off
2016-03-15 11:22:04.021,Off
2016-03-15 11:22:08.135,Off
2016-03-15 11:22:11.751,Off
2016-03-15 11:22:15.990,Off
2016-03-15 11:22:19.981,Off
2016-03-15 11:22:23.845,Off
2016-03-15 11:22:28.210,Off
2016-03-15 11:22:32.055,Off
2016-03-15 11:22:35.795,Off
2016-03-15 11:22:39.910,Off
2016-03-15 11:22:43.899,Off
2016-03-15 11:22:48.764,Off
2016-03-15 11:22:52.629,Off
2016-03-15 11:22:56.109,Off
2016-03-15 11:23:00.475,Off
2016-03-15 11:23:04.589,Off
2016-03-15 11:23:08.454,Off
2016-03-15 11:23:11.808,Off
2016-03-15 11:23:16.653,Off
2016-03-15 11:23:21.009,Off
2016-03-15 11:23:24.998,Off
2016-03-15 11:23:28.238,Off
2016-03-15 11:23:32.478,Off
2016-03-15 11:23:35.968,Off
2016-03-15 11:23:40.707,Off
2016-03-15 11:23:44.323,Off
2016-03-15 11:23:49.062,Off
2016-03-15 11:23:51.928,Off
2016-03-15 11:23:56.917,Off
2016-03-15 11:23:59.907,Off
2016-03-15 11:24:04.022,Off
2016-03-15 11:24:08.262,Off
2016-03-15 11:24:12.001,Off
2016-03-15 11:24:17.712,Off
2016-03-15 11:24:21.066,Off
2016-03-15 11:24:24.191,Off
2016-03-15 11:24:28.297,Off
2016-03-15 11:24:31.911,Off
2016-03-15 11:24:36.276,Off
2016-03-15 11:24:40.256,Off
